participant,country,condition,problem,num_distance,correctness,congruency,rt,log_rt
8863,Malaysia,magnitude,2 | 7,5,TRUE,congruent,0.818,-0.08724669632867703
8863,Malaysia,magnitude,9 | 7,2,TRUE,congruent,0.6184,-0.20873051908973153
8863,Malaysia,magnitude,3 | 8,5,TRUE,neutral,0.5715,-0.24298376526869944
8863,Malaysia,magnitude,4 | 2,2,TRUE,incongruent,0.6689,-0.17463880404736662
8863,Malaysia,magnitude,1 | 6,5,TRUE,incongruent,0.5216,-0.2826624172761363
8863,Malaysia,magnitude,3 | 4,1,TRUE,congruent,1.3178,0.11984950321151765
8863,Malaysia,magnitude,6 | 8,2,TRUE,incongruent,1.8396,0.264723400902
8863,Malaysia,magnitude,6 | 7,1,TRUE,neutral,0.918,-0.03715731879875755
8863,Malaysia,magnitude,3 | 1,2,TRUE,incongruent,0.7171,-0.14442027749828215
8863,Malaysia,magnitude,7 | 2,5,TRUE,congruent,0.8728,-0.059085262419714527
8863,Malaysia,magnitude,3 | 1,2,TRUE,neutral,0.8709,-0.06003170944866383
8863,Malaysia,magnitude,7 | 9,2,TRUE,congruent,1.1422,0.05774215582875286
8863,Malaysia,magnitude,8 | 9,1,TRUE,neutral,1.8173,0.2594266265870519
8863,Malaysia,magnitude,6 | 7,1,TRUE,congruent,1.1819,0.0725807326489497
8863,Malaysia,magnitude,1 | 3,2,TRUE,congruent,0.6841,-0.16488040957545033
8863,Malaysia,magnitude,7 | 9,2,TRUE,neutral,0.7954,-0.09941441335003846
8863,Malaysia,magnitude,2 | 1,1,TRUE,congruent,0.8181,-0.08719360733870765
8863,Malaysia,magnitude,8 | 6,2,TRUE,incongruent,0.789,-0.10292299679057967
8863,Malaysia,magnitude,3 | 8,5,TRUE,congruent,0.6179,-0.2090818047854217
8863,Malaysia,magnitude,1 | 2,1,TRUE,congruent,0.8506,-0.07027462162199549
8863,Malaysia,magnitude,2 | 7,5,TRUE,incongruent,1.0521,0.022057020601165
8863,Malaysia,magnitude,9 | 4,5,TRUE,neutral,0.7004,-0.15465386258859146
8863,Malaysia,magnitude,3 | 4,1,TRUE,neutral,0.6923,-0.15970566838856376
8863,Malaysia,magnitude,7 | 2,5,TRUE,incongruent,0.6837,-0.16513442009996201
8863,Malaysia,magnitude,8 | 3,5,TRUE,neutral,0.6394,-0.19422736806433086
8863,Malaysia,magnitude,1 | 2,1,TRUE,incongruent,0.7007,-0.15446788250642454
8863,Malaysia,magnitude,1 | 6,5,TRUE,neutral,0.7342,-0.13418561983203206
8863,Malaysia,magnitude,7 | 6,1,TRUE,incongruent,1.0218,0.00936589834624468
8863,Malaysia,magnitude,9 | 4,5,TRUE,congruent,0.7343,-0.13412647179218534
8863,Malaysia,magnitude,8 | 6,2,TRUE,neutral,0.9171,-0.03758330655424872
8863,Malaysia,magnitude,2 | 1,1,TRUE,neutral,0.8337,-0.07899019850296567
8863,Malaysia,magnitude,3 | 8,5,TRUE,incongruent,0.9162,-0.038009712559935176
8863,Malaysia,magnitude,9 | 8,1,TRUE,congruent,0.9842,-0.0069166393019380315
8863,Malaysia,magnitude,9 | 8,1,TRUE,neutral,0.8021,-0.09577148365992152
8863,Malaysia,magnitude,4 | 3,1,TRUE,incongruent,1.1638,0.06587835285739198
8863,Malaysia,magnitude,4 | 2,2,TRUE,congruent,0.6835,-0.16526148109615893
8863,Malaysia,magnitude,3 | 1,2,TRUE,congruent,0.7073,-0.15039634191755286
8935,Malaysia,magnitude,7 | 2,5,TRUE,congruent,0.4476,-0.3491099221436876
8935,Malaysia,magnitude,3 | 1,2,TRUE,congruent,0.4461,-0.35056777675838335
8935,Malaysia,magnitude,8 | 6,2,FALSE,neutral,0.479,-0.3196644865854368
8935,Malaysia,magnitude,9 | 4,5,FALSE,neutral,0.7865,-0.10430127304069435
8935,Malaysia,magnitude,4 | 2,2,TRUE,neutral,0.5172,-0.2863414837916436
8935,Malaysia,magnitude,1 | 2,1,FALSE,incongruent,0.5113,-0.29132420727346303
8935,Malaysia,magnitude,7 | 9,2,TRUE,congruent,0.4154,-0.3815335078009197
8935,Malaysia,magnitude,2 | 1,1,FALSE,incongruent,0.5556,-0.2552377629344221
8935,Malaysia,magnitude,4 | 9,5,FALSE,neutral,0.4444,-0.35222594973117
8935,Malaysia,magnitude,2 | 4,2,FALSE,incongruent,0.618,-0.20901152491118416
8935,Malaysia,magnitude,1 | 6,5,TRUE,congruent,0.4611,-0.33620487778059244
8935,Malaysia,magnitude,2 | 1,1,TRUE,neutral,0.4139,-0.38310457359924005
8935,Malaysia,magnitude,1 | 3,2,FALSE,neutral,0.5594,-0.25227753796449154
8935,Malaysia,magnitude,6 | 7,1,TRUE,neutral,0.4783,-0.32029961912803584
8935,Malaysia,magnitude,1 | 6,5,FALSE,incongruent,0.4244,-0.37222462477069695
8935,Malaysia,magnitude,7 | 2,5,FALSE,incongruent,0.435,-0.3615107430453627
8935,Malaysia,magnitude,6 | 1,5,FALSE,neutral,0.5633,-0.2492602487646492
8935,Malaysia,magnitude,6 | 7,1,TRUE,congruent,0.4383,-0.35822852934604077
8935,Malaysia,magnitude,8 | 3,5,FALSE,incongruent,0.4199,-0.37685412536206037
8935,Malaysia,magnitude,7 | 6,1,FALSE,incongruent,0.4974,-0.3032942190660828
8935,Malaysia,magnitude,9 | 7,2,FALSE,incongruent,0.4607,-0.33658178774732034
8935,Malaysia,magnitude,7 | 9,2,TRUE,neutral,1.0863,0.03594977953667411
8935,Malaysia,magnitude,1 | 2,1,TRUE,congruent,0.5654,-0.24764419584649922
8935,Malaysia,magnitude,1 | 3,2,TRUE,congruent,0.4669,-0.3307761260691942
8935,Malaysia,magnitude,6 | 8,2,TRUE,congruent,0.4637,-0.33376290410419557
8935,Malaysia,magnitude,9 | 8,1,FALSE,neutral,1.7293,0.23787034147673772
8935,Malaysia,magnitude,3 | 1,2,FALSE,incongruent,0.5139,-0.28912138231482704
8935,Malaysia,magnitude,8 | 9,1,FALSE,incongruent,0.5175,-0.2860896458710447
8935,Malaysia,magnitude,6 | 1,5,FALSE,incongruent,0.4955,-0.30495634117870585
8935,Malaysia,magnitude,7 | 2,5,FALSE,neutral,0.5158,-0.28751866219808125
8935,Malaysia,magnitude,6 | 1,5,TRUE,congruent,0.4446,-0.3520305416370282
8935,Malaysia,magnitude,9 | 8,1,FALSE,incongruent,0.3936,-0.40494491024069607
8935,Malaysia,magnitude,2 | 4,2,TRUE,congruent,0.4534,-0.3435184842095014
8935,Malaysia,magnitude,2 | 7,5,FALSE,neutral,1.2802,0.10727782285977161
8935,Malaysia,magnitude,3 | 1,2,FALSE,neutral,0.687,-0.16304326294044955
8935,Malaysia,magnitude,4 | 3,1,TRUE,neutral,0.7797,-0.10807246577932499
8935,Malaysia,magnitude,4 | 9,5,FALSE,incongruent,0.5419,-0.2660808489876091
8935,Malaysia,magnitude,4 | 2,2,TRUE,congruent,0.5317,-0.27433333968582146
8935,Malaysia,magnitude,3 | 4,1,FALSE,incongruent,0.5133,-0.2896287357392373
8935,Malaysia,magnitude,3 | 4,1,TRUE,congruent,0.4978,-0.30294510772742556
8935,Malaysia,magnitude,4 | 3,1,FALSE,incongruent,0.4682,-0.3295685906393945
8935,Malaysia,magnitude,9 | 7,2,TRUE,congruent,0.4925,-0.3075937651663695
8935,Malaysia,magnitude,1 | 6,5,FALSE,neutral,1.0588,0.024813932629310594
8935,Malaysia,magnitude,2 | 1,1,TRUE,congruent,0.484,-0.31515463835558755
8935,Malaysia,magnitude,6 | 7,1,FALSE,incongruent,0.4779,-0.3206629694792061
8935,Malaysia,magnitude,9 | 7,2,FALSE,neutral,1.3325,0.12466721769860988
8935,Malaysia,magnitude,7 | 6,1,FALSE,neutral,1,0
8935,Malaysia,magnitude,8 | 3,5,TRUE,congruent,0.5092,-0.29311160501838224
8935,Malaysia,magnitude,3 | 4,1,TRUE,neutral,1.2711,0.10417971872065204
8935,Malaysia,magnitude,4 | 9,5,TRUE,congruent,0.4797,-0.31903028153410284
8935,Malaysia,magnitude,8 | 9,1,TRUE,neutral,0.4262,-0.3703865546218168
8935,Malaysia,magnitude,8 | 6,2,TRUE,congruent,0.5114,-0.2912392763096834
8935,Malaysia,magnitude,1 | 3,2,FALSE,incongruent,0.4374,-0.35912122129838175
8935,Malaysia,magnitude,7 | 6,1,TRUE,congruent,0.5318,-0.27425166700445175
8935,Malaysia,magnitude,2 | 4,2,TRUE,neutral,1.0373000000000001,0.015904377895553462
8935,Malaysia,magnitude,6 | 8,2,FALSE,incongruent,0.5313,-0.2746601840902628
8935,Malaysia,magnitude,2 | 7,5,TRUE,congruent,0.4958,-0.30469347756819737
8935,Malaysia,magnitude,1 | 2,1,TRUE,neutral,0.7822,-0.10668218838388811
8935,Malaysia,magnitude,3 | 8,5,TRUE,neutral,0.8193,-0.08655704514060424
8935,Malaysia,magnitude,2 | 7,5,FALSE,incongruent,0.5206,-0.2834958362267831
8935,Malaysia,magnitude,3 | 8,5,TRUE,congruent,0.4805,-0.31830660799543586
8935,Malaysia,magnitude,3 | 8,5,FALSE,incongruent,0.4717,-0.32633412375429816
8935,Malaysia,magnitude,8 | 9,1,TRUE,congruent,0.4196,-0.37716452047847976
8935,Malaysia,magnitude,4 | 2,2,FALSE,incongruent,0.544,-0.26440110030182007
8935,Malaysia,magnitude,9 | 8,1,TRUE,congruent,0.548,-0.2612194415156308
8935,Malaysia,magnitude,9 | 4,5,FALSE,incongruent,0.4841,-0.31506491735911035
8935,Malaysia,magnitude,9 | 4,5,TRUE,congruent,1.0172,0.007406351503671322
8935,Malaysia,magnitude,4 | 3,1,TRUE,congruent,0.4529,-0.3439976793170428
8935,Malaysia,magnitude,8 | 6,2,FALSE,incongruent,0.4112,-0.38594689401278065
8935,Malaysia,magnitude,8 | 3,5,FALSE,neutral,0.7476,-0.12633070729320553
8935,Malaysia,magnitude,6 | 8,2,FALSE,neutral,0.5125,-0.29030613027220814
8935,Malaysia,magnitude,7 | 9,2,FALSE,incongruent,0.4601,-0.3371477667352038
8815,Malaysia,magnitude,8 | 6,2,TRUE,congruent,0.7991,-0.09739886933346868
8815,Malaysia,magnitude,2 | 1,1,TRUE,incongruent,0.8331,-0.07930286553008
8815,Malaysia,magnitude,8 | 3,5,TRUE,incongruent,0.7332,-0.13477754370982095
8815,Malaysia,magnitude,1 | 3,2,TRUE,incongruent,0.6666,-0.17613469067548876
8815,Malaysia,magnitude,3 | 1,2,TRUE,congruent,0.4834,-0.31569335392836845
8815,Malaysia,magnitude,8 | 3,5,TRUE,neutral,0.6053,-0.21802932608744802
8815,Malaysia,magnitude,6 | 1,5,FALSE,incongruent,0.657,-0.1824346304402192
8815,Malaysia,magnitude,6 | 8,2,TRUE,congruent,1.0664,0.0279201364058028
8815,Malaysia,magnitude,1 | 3,2,TRUE,congruent,0.6338,-0.19804776514571829
8815,Malaysia,magnitude,2 | 7,5,TRUE,congruent,0.5666,-0.24672342981558162
8815,Malaysia,magnitude,3 | 8,5,TRUE,congruent,0.5219,-0.28241270314453953
8815,Malaysia,magnitude,2 | 7,5,TRUE,incongruent,0.6577,-0.18197215814074383
8815,Malaysia,magnitude,7 | 9,2,TRUE,incongruent,0.7996,-0.09712721455392068
8815,Malaysia,magnitude,9 | 7,2,TRUE,neutral,0.5896,-0.22944252514900493
8815,Malaysia,magnitude,2 | 1,1,TRUE,neutral,0.5336,-0.2727841790915075
8815,Malaysia,magnitude,1 | 2,1,TRUE,congruent,0.5501,-0.259558355050234
8815,Malaysia,magnitude,9 | 7,2,TRUE,congruent,0.5168,-0.2866774950129723
8815,Malaysia,magnitude,4 | 3,1,TRUE,incongruent,0.5887,-0.230105964187831
8815,Malaysia,magnitude,7 | 2,5,TRUE,incongruent,0.5334,-0.2729469886461427
8815,Malaysia,magnitude,3 | 1,2,TRUE,incongruent,0.7404,-0.13053358991913352
8815,Malaysia,magnitude,7 | 6,1,TRUE,incongruent,0.65,-0.18708664335714442
8815,Malaysia,magnitude,6 | 7,1,TRUE,congruent,0.5341,-0.2723774220308627
8815,Malaysia,magnitude,3 | 8,5,TRUE,neutral,0.5183,-0.2854187911604688
8815,Malaysia,magnitude,4 | 2,2,TRUE,neutral,0.4672,-0.3304971658956569
8815,Malaysia,magnitude,4 | 9,5,TRUE,neutral,0.5213,-0.28291227507298095
8815,Malaysia,magnitude,2 | 4,2,TRUE,incongruent,0.5666,-0.24672342981558162
8815,Malaysia,magnitude,7 | 6,1,TRUE,congruent,0.5495,-0.26003230324049065
8815,Malaysia,magnitude,1 | 6,5,TRUE,congruent,0.4667,-0.3309621991148441
8815,Malaysia,magnitude,1 | 2,1,TRUE,incongruent,0.6059,-0.2175990475034702
8815,Malaysia,magnitude,1 | 3,2,TRUE,neutral,0.4998,-0.30120374820956874
8815,Malaysia,magnitude,8 | 6,2,TRUE,neutral,0.5165,-0.28692967414436066
8815,Malaysia,magnitude,7 | 9,2,TRUE,neutral,0.6099,-0.21474136664229895
8815,Malaysia,magnitude,2 | 7,5,TRUE,neutral,0.5321,-0.27400674107527756
8815,Malaysia,magnitude,4 | 3,1,TRUE,congruent,0.5008,-0.3003356797976267
8815,Malaysia,magnitude,8 | 9,1,TRUE,incongruent,0.55,-0.2596373105057561
8815,Malaysia,magnitude,6 | 1,5,TRUE,neutral,0.5172,-0.2863414837916436
8815,Malaysia,magnitude,2 | 4,2,TRUE,congruent,0.5502,-0.2594794139463353
8815,Malaysia,magnitude,3 | 4,1,TRUE,congruent,0.4339,-0.3626103498707881
8815,Malaysia,magnitude,6 | 8,2,TRUE,neutral,0.5033,-0.2981730696028606
8815,Malaysia,magnitude,3 | 4,1,TRUE,incongruent,0.6197,-0.20781850385032116
8815,Malaysia,magnitude,7 | 2,5,TRUE,congruent,0.5106,-0.29191918953176843
8815,Malaysia,magnitude,9 | 8,1,FALSE,congruent,0.5507,-0.2590849235187175
8815,Malaysia,magnitude,4 | 2,2,TRUE,congruent,0.9116,-0.040195683491662054
8815,Malaysia,magnitude,6 | 7,1,TRUE,neutral,0.6914,-0.16027062479361198
8815,Malaysia,magnitude,7 | 9,2,TRUE,congruent,0.4775,-0.32102662408023486
8815,Malaysia,magnitude,7 | 6,1,TRUE,neutral,0.5839,-0.2336615247487127
8815,Malaysia,magnitude,4 | 3,1,TRUE,neutral,0.451,-0.34582345812203946
8815,Malaysia,magnitude,8 | 3,5,TRUE,congruent,0.45,-0.3467874862246563
8815,Malaysia,magnitude,9 | 4,5,TRUE,neutral,0.534,-0.27245874297144357
8815,Malaysia,magnitude,8 | 9,1,TRUE,neutral,0.5339,-0.2725400791420911
8815,Malaysia,magnitude,9 | 4,5,TRUE,incongruent,0.5067,-0.2952490957093289
8815,Malaysia,magnitude,7 | 2,5,TRUE,neutral,0.5005,-0.3005959181846626
8815,Malaysia,magnitude,1 | 2,1,FALSE,neutral,0.3672,-0.43509732747079516
8815,Malaysia,magnitude,1 | 6,5,TRUE,neutral,0.7675,-0.11492161585077593
8815,Malaysia,magnitude,4 | 2,2,TRUE,incongruent,0.6358,-0.1966794764212459
8815,Malaysia,magnitude,4 | 9,5,TRUE,congruent,0.4922,-0.30785839063321624
8815,Malaysia,magnitude,9 | 7,2,TRUE,incongruent,0.5694,-0.2445825371890637
8815,Malaysia,magnitude,6 | 8,2,FALSE,incongruent,0.5992,-0.22242819530858998
8815,Malaysia,magnitude,2 | 1,1,TRUE,congruent,1.2959,0.11257148986497936
8815,Malaysia,magnitude,9 | 8,1,TRUE,incongruent,0.6946,-0.1582652210252565
8815,Malaysia,magnitude,8 | 6,2,TRUE,incongruent,0.5716,-0.24290777988106738
8815,Malaysia,magnitude,6 | 7,1,TRUE,incongruent,0.6827,-0.16577009714832264
8815,Malaysia,magnitude,3 | 4,1,TRUE,neutral,0.4732,-0.32495526404410724
8815,Malaysia,magnitude,6 | 1,5,TRUE,congruent,0.4671,-0.33059013271221727
8815,Malaysia,magnitude,9 | 4,5,TRUE,congruent,0.5074,-0.2946495371142881
8815,Malaysia,magnitude,9 | 8,1,TRUE,neutral,0.6025,-0.220042948753094
8815,Malaysia,magnitude,8 | 9,1,TRUE,congruent,0.6198,-0.20774842809673577
8815,Malaysia,magnitude,3 | 8,5,TRUE,incongruent,0.8394,-0.07603103512452872
8815,Malaysia,magnitude,2 | 4,2,TRUE,neutral,0.6171,-0.20964445358561357
8815,Malaysia,magnitude,4 | 9,5,TRUE,incongruent,0.5029,-0.29851836437907286
8815,Malaysia,magnitude,3 | 1,2,TRUE,neutral,0.4627,-0.3347005005001029
8815,Malaysia,magnitude,1 | 6,5,TRUE,incongruent,0.4898,-0.30998121921130467
8812,Malaysia,magnitude,4 | 3,1,TRUE,neutral,0.8478,-0.07170658776779776
8812,Malaysia,magnitude,2 | 1,1,TRUE,congruent,0.6618,-0.17927323717616572
8812,Malaysia,magnitude,2 | 1,1,TRUE,neutral,0.6178,-0.20915209603456816
8812,Malaysia,magnitude,8 | 3,5,TRUE,incongruent,0.656,-0.1830961606243397
8812,Malaysia,magnitude,3 | 4,1,TRUE,incongruent,1.1624,0.06535560128996515
8812,Malaysia,magnitude,2 | 4,2,TRUE,incongruent,0.8334,-0.07914650387874078
8812,Malaysia,magnitude,7 | 9,2,TRUE,incongruent,0.8362,-0.07768983678560405
8812,Malaysia,magnitude,8 | 3,5,TRUE,neutral,0.6465,-0.18943147078358719
8812,Malaysia,magnitude,3 | 1,2,TRUE,congruent,0.6494,-0.18748771571001735
8812,Malaysia,magnitude,4 | 9,5,TRUE,neutral,0.703,-0.15304467498017607
8812,Malaysia,magnitude,3 | 1,2,TRUE,incongruent,0.7468,-0.1267956907229593
8812,Malaysia,magnitude,7 | 6,1,TRUE,incongruent,0.781,-0.10734896612269966
8812,Malaysia,magnitude,6 | 7,1,TRUE,incongruent,0.6359,-0.1966111750163865
8812,Malaysia,magnitude,1 | 6,5,TRUE,congruent,0.615,-0.21112488422458328
8812,Malaysia,magnitude,2 | 4,2,TRUE,congruent,0.5876,-0.2309182128817811
8812,Malaysia,magnitude,9 | 4,5,TRUE,incongruent,0.6692,-0.17444406770964307
8812,Malaysia,magnitude,8 | 9,1,FALSE,incongruent,0.8462,-0.07252697900472417
8812,Malaysia,magnitude,6 | 7,1,TRUE,neutral,2.1148,0.3252693017330738
8812,Malaysia,magnitude,8 | 3,5,TRUE,congruent,0.9799,-0.008818242332126823
8812,Malaysia,magnitude,8 | 6,2,TRUE,congruent,0.834,-0.0788339493622613
8812,Malaysia,magnitude,4 | 2,2,TRUE,congruent,0.7131,-0.1468495635521573
8812,Malaysia,magnitude,7 | 6,1,TRUE,neutral,0.8162,-0.08820340956274787
8812,Malaysia,magnitude,9 | 4,5,TRUE,neutral,0.6965,-0.1570788792400177
8812,Malaysia,magnitude,3 | 8,5,TRUE,incongruent,0.7471,-0.12662126359085896
8812,Malaysia,magnitude,7 | 2,5,TRUE,neutral,0.7487,-0.12569216687196103
8812,Malaysia,magnitude,4 | 2,2,TRUE,incongruent,0.7985,-0.09772507952549828
8812,Malaysia,magnitude,6 | 8,2,TRUE,congruent,0.7079,-0.1500280876711499
8812,Malaysia,magnitude,1 | 2,1,FALSE,neutral,0.6795,-0.1678105389314869
8812,Malaysia,magnitude,9 | 4,5,TRUE,congruent,0.7815,-0.1070710176447943
8812,Malaysia,magnitude,4 | 9,5,TRUE,congruent,0.8467,-0.07227044022834549
8812,Malaysia,magnitude,9 | 8,1,TRUE,incongruent,0.7556,-0.121708050750204
8812,Malaysia,magnitude,3 | 4,1,TRUE,congruent,0.7152,-0.14557249421213878
8812,Malaysia,magnitude,7 | 9,2,TRUE,neutral,1.1364,0.055531225050898275
8812,Malaysia,magnitude,6 | 1,5,TRUE,congruent,0.6322,-0.19914550849643908
8812,Malaysia,magnitude,1 | 3,2,TRUE,neutral,0.7212,-0.14194428194963568
8812,Malaysia,magnitude,6 | 8,2,TRUE,incongruent,0.8,-0.09691001300805639
8812,Malaysia,magnitude,1 | 2,1,TRUE,incongruent,0.7991,-0.09739886933346868
8812,Malaysia,magnitude,7 | 9,2,TRUE,congruent,0.781,-0.10734896612269966
8812,Malaysia,magnitude,8 | 9,1,TRUE,neutral,0.7379,-0.1320024896550488
8812,Malaysia,magnitude,1 | 6,5,TRUE,neutral,0.6912,-0.1603962705291631
8812,Malaysia,magnitude,2 | 1,1,TRUE,incongruent,0.7797,-0.10807246577932499
8812,Malaysia,magnitude,3 | 8,5,TRUE,congruent,0.7469,-0.12673754056127326
8812,Malaysia,magnitude,3 | 8,5,TRUE,neutral,0.7257,-0.13924287691845788
8812,Malaysia,magnitude,7 | 6,1,TRUE,congruent,1.3571,0.13261185049545424
8812,Malaysia,magnitude,3 | 4,1,TRUE,neutral,0.9503,-0.022139270735302762
8812,Malaysia,magnitude,9 | 8,1,TRUE,neutral,0.5642,-0.2485669181806525
8812,Malaysia,magnitude,8 | 6,2,TRUE,neutral,0.7726,-0.11204529619119849
8812,Malaysia,magnitude,9 | 8,1,TRUE,congruent,0.5824,-0.2347786336950192
8812,Malaysia,magnitude,6 | 1,5,TRUE,neutral,0.6669,-0.17593928258134692
8812,Malaysia,magnitude,1 | 6,5,TRUE,incongruent,0.6199,-0.20767836364842648
8812,Malaysia,magnitude,2 | 7,5,TRUE,incongruent,0.841,-0.07520400420208784
8812,Malaysia,magnitude,9 | 7,2,TRUE,incongruent,0.6702,-0.1737955765007473
8812,Malaysia,magnitude,6 | 1,5,TRUE,incongruent,0.6201,-0.20753826865304933
8812,Malaysia,magnitude,8 | 6,2,TRUE,incongruent,1.0531,0.022469612767769345
8812,Malaysia,magnitude,4 | 9,5,TRUE,incongruent,0.9459,-0.02415477453243292
8812,Malaysia,magnitude,2 | 7,5,TRUE,neutral,0.712,-0.14752000636314366
8812,Malaysia,magnitude,7 | 2,5,TRUE,congruent,0.6318,-0.19942037843086982
8812,Malaysia,magnitude,8 | 9,1,TRUE,congruent,0.6492,-0.18762148884580573
8812,Malaysia,magnitude,4 | 2,2,TRUE,neutral,0.7047,-0.15199572850273174
8812,Malaysia,magnitude,1 | 3,2,TRUE,incongruent,0.6549,-0.18382500957119835
8812,Malaysia,magnitude,4 | 3,1,TRUE,congruent,0.5814,-0.23552497256559102
8812,Malaysia,magnitude,7 | 2,5,TRUE,incongruent,0.6839,-0.16500739626697014
8812,Malaysia,magnitude,1 | 3,2,TRUE,congruent,0.6054,-0.21795758337944582
8812,Malaysia,magnitude,9 | 7,2,TRUE,neutral,0.6468,-0.18922998876563643
8812,Malaysia,magnitude,4 | 3,1,TRUE,incongruent,0.6801,-0.16742722515382014
8812,Malaysia,magnitude,2 | 7,5,TRUE,congruent,0.6309,-0.20003947259401647
8812,Malaysia,magnitude,3 | 1,2,TRUE,neutral,0.6462,-0.1896330463183748
8812,Malaysia,magnitude,2 | 4,2,TRUE,neutral,0.599,-0.22257317761068865
8812,Malaysia,magnitude,1 | 2,1,TRUE,congruent,0.6045,-0.2186036948032093
8812,Malaysia,magnitude,6 | 8,2,TRUE,neutral,0.6522,-0.18561920553006184
8812,Malaysia,magnitude,9 | 7,2,TRUE,congruent,0.5908,-0.22855951336008812
8812,Malaysia,magnitude,6 | 7,1,TRUE,congruent,0.5644,-0.24841299491768976
8767,Malaysia,magnitude,8 | 9,1,TRUE,congruent,0.676,-0.17005330405836405
8767,Malaysia,magnitude,1 | 6,5,TRUE,incongruent,0.683,-0.1655792963184674
8767,Malaysia,magnitude,8 | 6,2,TRUE,incongruent,0.675,-0.17069622716897506
8767,Malaysia,magnitude,7 | 2,5,TRUE,congruent,0.559,-0.25258819211357664
8767,Malaysia,magnitude,4 | 9,5,TRUE,neutral,0.56,-0.25181197299379954
8767,Malaysia,magnitude,6 | 7,1,TRUE,neutral,0.676,-0.17005330405836405
8767,Malaysia,magnitude,1 | 3,2,TRUE,congruent,0.528,-0.27736607746618774
8767,Malaysia,magnitude,4 | 2,2,TRUE,incongruent,0.583,-0.23433144524098595
8767,Malaysia,magnitude,2 | 7,5,TRUE,incongruent,0.575,-0.24033215531036956
8767,Malaysia,magnitude,8 | 3,5,TRUE,neutral,0.527,-0.27818938478745336
8767,Malaysia,magnitude,9 | 4,5,TRUE,congruent,0.659,-0.18111458540599013
8767,Malaysia,magnitude,3 | 1,2,TRUE,incongruent,0.696,-0.15739076038943792
8767,Malaysia,magnitude,7 | 6,1,TRUE,incongruent,0.66,-0.1804560644581313
8767,Malaysia,magnitude,8 | 9,1,TRUE,neutral,0.694,-0.15864052954514513
8767,Malaysia,magnitude,7 | 6,1,TRUE,neutral,0.559,-0.25258819211357664
8767,Malaysia,magnitude,1 | 3,2,TRUE,neutral,0.463,-0.33441900898204685
8767,Malaysia,magnitude,6 | 8,2,TRUE,congruent,0.575,-0.24033215531036956
8767,Malaysia,magnitude,1 | 3,2,FALSE,incongruent,0.609,-0.21538270736712464
8767,Malaysia,magnitude,2 | 1,1,TRUE,congruent,0.549,-0.26042765554990804
8767,Malaysia,magnitude,7 | 9,2,TRUE,incongruent,0.694,-0.15864052954514513
8767,Malaysia,magnitude,3 | 8,5,TRUE,incongruent,0.577,-0.2388241868442686
8767,Malaysia,magnitude,4 | 3,1,TRUE,incongruent,0.711,-0.14813039927023372
8767,Malaysia,magnitude,9 | 7,2,TRUE,incongruent,0.642,-0.19246497193114673
8767,Malaysia,magnitude,8 | 3,5,TRUE,incongruent,0.583,-0.23433144524098595
8767,Malaysia,magnitude,2 | 7,5,TRUE,congruent,0.526,-0.27901425584626094
8767,Malaysia,magnitude,3 | 4,1,TRUE,congruent,0.557,-0.25414480482627105
8767,Malaysia,magnitude,7 | 2,5,TRUE,incongruent,0.714,-0.14630178822382564
8767,Malaysia,magnitude,9 | 7,2,TRUE,neutral,0.674,-0.17134010346468015
8767,Malaysia,magnitude,1 | 2,1,TRUE,congruent,0.592,-0.22767829327708025
8767,Malaysia,magnitude,8 | 3,5,TRUE,congruent,0.759,-0.11975822410451964
8767,Malaysia,magnitude,3 | 4,1,TRUE,neutral,0.69,-0.16115090926274472
8767,Malaysia,magnitude,4 | 2,2,TRUE,congruent,0.643,-0.1917890270757779
8767,Malaysia,magnitude,2 | 7,5,TRUE,neutral,0.479,-0.3196644865854368
8767,Malaysia,magnitude,8 | 6,2,TRUE,neutral,0.744,-0.1284270644541213
8767,Malaysia,magnitude,4 | 9,5,TRUE,incongruent,0.615,-0.21112488422458328
8767,Malaysia,magnitude,4 | 2,2,TRUE,neutral,0.627,-0.20273245916928356
8767,Malaysia,magnitude,2 | 4,2,TRUE,incongruent,0.529,-0.2765443279648142
8767,Malaysia,magnitude,6 | 8,2,TRUE,neutral,0.574,-0.2410881076020265
8767,Malaysia,magnitude,1 | 6,5,TRUE,neutral,0.98,-0.00877392430750515
8767,Malaysia,magnitude,6 | 7,1,TRUE,incongruent,0.678,-0.16877030613293661
8767,Malaysia,magnitude,3 | 1,2,TRUE,neutral,0.583,-0.23433144524098595
8767,Malaysia,magnitude,9 | 8,1,TRUE,neutral,0.726,-0.1390633792999063
8767,Malaysia,magnitude,2 | 4,2,TRUE,congruent,0.6,-0.2218487496163564
8767,Malaysia,magnitude,6 | 1,5,TRUE,incongruent,0.615,-0.21112488422458328
8767,Malaysia,magnitude,8 | 6,2,TRUE,congruent,0.712,-0.14752000636314366
8767,Malaysia,magnitude,2 | 1,1,TRUE,neutral,0.644,-0.1911141326401879
8767,Malaysia,magnitude,6 | 8,2,TRUE,incongruent,0.574,-0.2410881076020265
8767,Malaysia,magnitude,1 | 2,1,TRUE,neutral,0.56,-0.25181197299379954
8767,Malaysia,magnitude,3 | 1,2,TRUE,congruent,0.508,-0.29413628771608075
8767,Malaysia,magnitude,3 | 4,1,TRUE,incongruent,0.695,-0.15801519540988615
