participant,country,condition,problem,num_distance,correctness,congruency,rt,log_rt
19233,UK,magnitude,9 | 8,1,TRUE,congruent,0.4942,-0.3060972589339394
19233,UK,magnitude,7 | 9,2,TRUE,congruent,0.513,-0.2898826348881837
19233,UK,magnitude,9 | 7,2,TRUE,incongruent,0.5604,-0.251501873386263
19233,UK,magnitude,6 | 7,1,TRUE,congruent,0.8467,-0.07227044022834549
19233,UK,magnitude,9 | 7,2,TRUE,congruent,0.9202,-0.03611777107122263
19233,UK,magnitude,2 | 1,1,TRUE,congruent,0.4995,-0.3014645074379989
19233,UK,magnitude,1 | 3,2,TRUE,congruent,0.5789,-0.23739645043319652
19233,UK,magnitude,4 | 2,2,TRUE,congruent,0.517,-0.2865094569060575
19233,UK,magnitude,7 | 6,1,TRUE,neutral,1.1275,0.05211655054999812
19233,UK,magnitude,8 | 3,5,TRUE,incongruent,0.8426,-0.07437854520917102
19233,UK,magnitude,2 | 1,1,TRUE,incongruent,0.5675,-0.24603413413483965
19233,UK,magnitude,4 | 3,1,TRUE,congruent,0.5103,-0.2921744316677686
19233,UK,magnitude,1 | 6,5,TRUE,incongruent,0.6829,-0.16564288728159496
19233,UK,magnitude,3 | 1,2,TRUE,incongruent,0.5769,-0.23889946104185772
19233,UK,magnitude,6 | 1,5,TRUE,congruent,0.4942,-0.3060972589339394
19233,UK,magnitude,6 | 1,5,TRUE,incongruent,0.6376,-0.19545169161194412
19233,UK,magnitude,4 | 3,1,TRUE,neutral,0.6265,-0.20307892466983124
19233,UK,magnitude,2 | 7,5,TRUE,neutral,0.594,-0.22621355501880647
19233,UK,magnitude,7 | 9,2,TRUE,neutral,2.9439,0.4689230535643065
19233,UK,magnitude,4 | 3,1,TRUE,incongruent,0.7434,-0.12877744324029294
19233,UK,magnitude,2 | 4,2,TRUE,incongruent,0.6284,-0.2017638236320643
19233,UK,magnitude,8 | 6,2,TRUE,incongruent,0.8609,-0.06504729218214192
19233,UK,magnitude,7 | 6,1,TRUE,incongruent,0.7952,-0.0995236286107431
19233,UK,magnitude,9 | 8,1,TRUE,neutral,0.761,-0.11861534322942717
19233,UK,magnitude,7 | 2,5,TRUE,neutral,0.5623,-0.2500319164905971
19233,UK,magnitude,7 | 9,2,TRUE,incongruent,0.7447,-0.12801864615663064
19233,UK,magnitude,9 | 4,5,TRUE,incongruent,0.6438,-0.19124902765040525
19233,UK,magnitude,7 | 2,5,TRUE,congruent,0.5639,-0.24879790541164687
19233,UK,magnitude,6 | 8,2,TRUE,neutral,0.6321,-0.19921420967223738
19233,UK,magnitude,4 | 2,2,TRUE,neutral,0.5296,-0.2760520235683565
19233,UK,magnitude,1 | 6,5,TRUE,congruent,0.8104,-0.09130056764777598
19233,UK,magnitude,4 | 9,5,TRUE,neutral,0.5776,-0.2383728154384173
19233,UK,magnitude,8 | 3,5,TRUE,neutral,0.4954,-0.3050439977501818
19233,UK,magnitude,8 | 6,2,TRUE,neutral,0.5128,-0.29005198348923894
19233,UK,magnitude,4 | 2,2,FALSE,incongruent,0.5484,-0.2609025538825249
19233,UK,magnitude,4 | 9,5,TRUE,congruent,0.7201,-0.14260718907909872
19233,UK,magnitude,8 | 9,1,TRUE,incongruent,0.7483,-0.12592425477696517
19233,UK,magnitude,1 | 2,1,TRUE,incongruent,0.5111,-0.2914941190447631
19233,UK,magnitude,3 | 8,5,TRUE,congruent,0.67,-0.17392519729917355
19233,UK,magnitude,3 | 8,5,TRUE,neutral,0.8132,-0.08980263003399899
19233,UK,magnitude,3 | 1,2,TRUE,neutral,0.6557,-0.1832948163334847
19233,UK,magnitude,3 | 4,1,TRUE,congruent,0.7783,-0.10885296955122897
19233,UK,magnitude,3 | 8,5,TRUE,incongruent,0.6778,-0.1688984354986406
19233,UK,magnitude,1 | 3,2,TRUE,incongruent,0.5449,-0.26368319209589114
19233,UK,magnitude,8 | 9,1,TRUE,congruent,0.8166,-0.08799062441302168
19233,UK,magnitude,6 | 7,1,TRUE,neutral,0.661,-0.17979854051435976
19238,UK,magnitude,2 | 7,5,FALSE,neutral,1.1472,0.0596391383237249
19238,UK,magnitude,7 | 2,5,TRUE,neutral,1.5005,0.17623599976087143
19238,UK,magnitude,4 | 3,1,TRUE,congruent,0.9251,-0.03381131904386277
19238,UK,magnitude,8 | 3,5,TRUE,neutral,2.8604,0.456426769368832
19238,UK,magnitude,4 | 2,2,TRUE,congruent,0.6788,-0.16825816635436183
19238,UK,magnitude,3 | 4,1,FALSE,incongruent,1.0254,0.010893313104380504
19238,UK,magnitude,4 | 3,1,FALSE,incongruent,0.814,-0.0893755951107988
19238,UK,magnitude,6 | 7,1,FALSE,incongruent,1.2567,0.0992316150808819
19238,UK,magnitude,2 | 4,2,FALSE,incongruent,0.8288,-0.08155025759884221
19238,UK,magnitude,9 | 4,5,FALSE,neutral,4.2853,0.6319812308762373
19238,UK,magnitude,8 | 3,5,FALSE,incongruent,0.8336,-0.07904229404455074
19238,UK,magnitude,4 | 9,5,FALSE,neutral,3.068,0.48685535527694335
19238,UK,magnitude,3 | 8,5,TRUE,congruent,0.75,-0.12493873660829995
19238,UK,magnitude,8 | 6,2,TRUE,congruent,1.0125,0.005395031886706144
19238,UK,magnitude,7 | 6,1,FALSE,incongruent,1.5373000000000001,0.1867586271816139
19238,UK,magnitude,1 | 3,2,TRUE,congruent,1.1862,0.0741579196973159
19238,UK,magnitude,1 | 2,1,FALSE,neutral,1.3765,0.1387762157293491
19238,UK,magnitude,3 | 1,2,TRUE,congruent,1.2532,0.09802038620966758
19238,UK,magnitude,3 | 1,2,TRUE,neutral,2.2072,0.34384168747112903
19238,UK,magnitude,6 | 1,5,FALSE,incongruent,1.0756,0.031650793551263955
19238,UK,magnitude,7 | 2,5,FALSE,incongruent,1.2334,0.09110394409028595
19238,UK,magnitude,8 | 9,1,TRUE,congruent,0.938,-0.027797161620935564
19238,UK,magnitude,1 | 6,5,FALSE,neutral,1.4668,0.16637090128856513
19238,UK,magnitude,3 | 8,5,TRUE,neutral,0.9237,-0.03446905637713948
19238,UK,magnitude,7 | 6,1,TRUE,neutral,1.8018,0.25570658258262474
19238,UK,magnitude,7 | 2,5,TRUE,congruent,1.2951,0.11230330337593004
19238,UK,magnitude,6 | 1,5,TRUE,neutral,2.9759,0.4736183334000951
19238,UK,magnitude,1 | 6,5,FALSE,incongruent,1.0174,0.0074917332953359315
19238,UK,magnitude,9 | 8,1,FALSE,neutral,3.0279,0.481141527972904
19238,UK,magnitude,2 | 7,5,FALSE,incongruent,0.8931,-0.0490999106336128
19238,UK,magnitude,4 | 3,1,FALSE,neutral,1.0222,0.009535876619218136
19238,UK,magnitude,3 | 1,2,FALSE,incongruent,1.0596,0.025141949625193453
19238,UK,magnitude,2 | 4,2,FALSE,neutral,1.629,0.2119210843085094
19238,UK,magnitude,1 | 2,1,TRUE,congruent,2.3138,0.3643258167375015
19238,UK,magnitude,4 | 9,5,FALSE,incongruent,0.7332,-0.13477754370982095
19238,UK,magnitude,7 | 9,2,FALSE,incongruent,1.1708,0.06848271376175437
19238,UK,magnitude,9 | 7,2,TRUE,congruent,1.6245,0.21071971568100162
19238,UK,magnitude,9 | 4,5,TRUE,congruent,0.9791,-0.009172949432521161
19238,UK,magnitude,8 | 6,2,TRUE,neutral,1.6333,0.21306596206571776
19238,UK,magnitude,2 | 1,1,TRUE,congruent,0.9836,-0.007181479933320441
19238,UK,magnitude,1 | 3,2,TRUE,neutral,1.0337,0.014394516273535085
19238,UK,magnitude,2 | 4,2,TRUE,congruent,0.9,-0.045757490560675115
19238,UK,magnitude,7 | 6,1,TRUE,congruent,0.7936,-0.10039834085387778
19238,UK,magnitude,7 | 9,2,FALSE,neutral,1.2067,0.0815993127329362
19238,UK,magnitude,1 | 3,2,FALSE,incongruent,0.8668,-0.06208109735221964
19238,UK,magnitude,9 | 4,5,FALSE,incongruent,0.7003,-0.15471587365200848
19238,UK,magnitude,8 | 6,2,FALSE,incongruent,0.8371,-0.07722265807120215
19238,UK,magnitude,7 | 9,2,TRUE,congruent,0.8683,-0.06133019897732084
19238,UK,magnitude,2 | 1,1,TRUE,neutral,1.4124,0.14995770889105953
19238,UK,magnitude,6 | 7,1,FALSE,neutral,2.5587,0.408019369129767
19238,UK,magnitude,1 | 2,1,FALSE,incongruent,0.7184,-0.14363367634075203
19238,UK,magnitude,9 | 7,2,FALSE,incongruent,1.4175,0.15152306756494419
19238,UK,magnitude,2 | 1,1,FALSE,incongruent,0.9375,-0.028028723600243537
19238,UK,magnitude,6 | 8,2,FALSE,incongruent,0.6846,-0.16456310519814174
19238,UK,magnitude,6 | 1,5,TRUE,congruent,0.8599,-0.06555205105102994
19238,UK,magnitude,4 | 2,2,TRUE,neutral,1.5168,0.180928319993991
19238,UK,magnitude,4 | 2,2,FALSE,incongruent,0.7684,-0.11441264381034398
19238,UK,magnitude,3 | 4,1,TRUE,congruent,0.8339,-0.07888602616331936
19238,UK,magnitude,9 | 8,1,FALSE,incongruent,0.9001,-0.045709238298872995
19238,UK,magnitude,6 | 8,2,TRUE,neutral,2.9883,0.47542419481820364
19238,UK,magnitude,9 | 7,2,TRUE,neutral,1.4377,0.15766827273876932
19238,UK,magnitude,6 | 7,1,TRUE,congruent,0.7001,-0.15483992234805422
19238,UK,magnitude,3 | 8,5,FALSE,incongruent,0.6748,-0.17082492608291241
19238,UK,magnitude,4 | 9,5,TRUE,congruent,0.9077,-0.042057664554595454
19238,UK,magnitude,9 | 8,1,TRUE,congruent,0.8672,-0.06188073080568831
19238,UK,magnitude,1 | 6,5,TRUE,congruent,0.791,-0.10182351650232342
19238,UK,magnitude,6 | 8,2,TRUE,congruent,0.9514,-0.021636852916117073
19238,UK,magnitude,8 | 9,1,TRUE,neutral,2.6336,0.4205498135321758
19238,UK,magnitude,8 | 9,1,FALSE,incongruent,0.6725,-0.17230771132555442
19238,UK,magnitude,2 | 7,5,TRUE,congruent,0.9624,-0.016644385668211654
19238,UK,magnitude,8 | 3,5,TRUE,congruent,0.6728,-0.17211401721014427
19238,UK,magnitude,3 | 4,1,TRUE,neutral,1.6011,0.2044184575232499
19248,UK,magnitude,8 | 6,2,TRUE,incongruent,1.3628,0.1344321248958398
19248,UK,magnitude,6 | 7,1,TRUE,neutral,0.9175,-0.03739392707587306
19248,UK,magnitude,9 | 4,5,TRUE,congruent,0.7008,-0.1544059068399757
19248,UK,magnitude,3 | 8,5,TRUE,neutral,0.6055,-0.21788585252092893
19248,UK,magnitude,9 | 8,1,FALSE,incongruent,0.9344,-0.029467170231675728
19248,UK,magnitude,2 | 1,1,TRUE,neutral,1.8013,0.25558604901855736
19248,UK,magnitude,6 | 7,1,TRUE,congruent,1.484,0.17143390094300825
19248,UK,magnitude,3 | 1,2,TRUE,neutral,0.9173,-0.0374886064924031
19248,UK,magnitude,9 | 7,2,TRUE,incongruent,0.9662,-0.014932966849499067
19248,UK,magnitude,7 | 2,5,TRUE,congruent,1.0596,0.025141949625193453
19248,UK,magnitude,6 | 7,1,TRUE,incongruent,0.9814,-0.008153946355103294
19248,UK,magnitude,8 | 3,5,TRUE,neutral,0.8012,-0.09625905937846137
19248,UK,magnitude,9 | 8,1,TRUE,congruent,0.9009,-0.04532341308135647
19248,UK,magnitude,8 | 6,2,TRUE,neutral,0.9341,-0.029606627920399843
19248,UK,magnitude,2 | 4,2,TRUE,neutral,0.7678,-0.11475189221861384
19248,UK,magnitude,7 | 6,1,FALSE,incongruent,0.7823,-0.10662666975397508
19248,UK,magnitude,1 | 3,2,TRUE,congruent,1.5412,0.18785900034096328
19248,UK,magnitude,1 | 2,1,TRUE,incongruent,1.0841,0.03506934442110448
19248,UK,magnitude,1 | 6,5,TRUE,neutral,0.7674,-0.11497820513770246
19248,UK,magnitude,4 | 3,1,TRUE,neutral,1.4007,0.14634512865046825
19248,UK,magnitude,9 | 7,2,TRUE,congruent,1.0345,0.014730495001753385
19248,UK,magnitude,7 | 9,2,TRUE,congruent,0.7688,-0.11418662533951103
19248,UK,magnitude,9 | 7,2,TRUE,neutral,0.8243,-0.08391470015629726
19248,UK,magnitude,3 | 8,5,TRUE,incongruent,0.7343,-0.13412647179218534
19248,UK,magnitude,6 | 8,2,TRUE,neutral,0.86,-0.06550154875643228
19248,UK,magnitude,2 | 1,1,TRUE,congruent,0.717,-0.1444808443321999
19248,UK,magnitude,1 | 2,1,TRUE,neutral,0.6349,-0.1972946729256479
19248,UK,magnitude,3 | 1,2,TRUE,incongruent,0.67,-0.17392519729917355
19248,UK,magnitude,4 | 3,1,TRUE,congruent,0.7976,-0.0982148546964007
19248,UK,magnitude,6 | 1,5,TRUE,congruent,0.7173,-0.14429916916456276
19248,UK,magnitude,7 | 2,5,FALSE,incongruent,0.6629,-0.17855198098246972
19248,UK,magnitude,7 | 9,2,TRUE,incongruent,1.5816,0.19909665630561585
19248,UK,magnitude,7 | 2,5,TRUE,neutral,1.3708,0.13697409575782932
19248,UK,magnitude,9 | 8,1,TRUE,neutral,1.299,0.11360915107302785
19248,UK,magnitude,4 | 2,2,TRUE,congruent,0.8128,-0.09001630506015598
19248,UK,magnitude,9 | 4,5,TRUE,incongruent,0.734,-0.13430394008392949
19248,UK,magnitude,4 | 9,5,TRUE,neutral,0.7576,-0.12056003400478296
19248,UK,magnitude,3 | 4,1,TRUE,neutral,0.7903,-0.10220801806077531
19248,UK,magnitude,9 | 4,5,TRUE,neutral,0.8342,-0.0787298144901874
19248,UK,magnitude,2 | 1,1,TRUE,incongruent,1.068,0.028571252692537637
19248,UK,magnitude,6 | 1,5,TRUE,incongruent,0.7615,-0.11833009232793865
19248,UK,magnitude,1 | 6,5,TRUE,incongruent,0.7955,-0.09935981601739968
19248,UK,magnitude,8 | 3,5,TRUE,congruent,0.675,-0.17069622716897506
19248,UK,magnitude,8 | 9,1,TRUE,congruent,0.9224,-0.03508070571335739
19248,UK,magnitude,8 | 9,1,TRUE,neutral,0.8101,-0.09146136782804058
19248,UK,magnitude,3 | 4,1,TRUE,congruent,0.8029,-0.09533854208447552
19248,UK,magnitude,8 | 6,2,TRUE,congruent,1.0511,0.02164403608744307
19248,UK,magnitude,6 | 1,5,TRUE,neutral,0.8796,-0.05571477931124721
19248,UK,magnitude,2 | 7,5,TRUE,congruent,0.6496,-0.18735398376688114
19248,UK,magnitude,7 | 6,1,TRUE,neutral,1.1168,0.04797540527908588
19248,UK,magnitude,4 | 2,2,TRUE,incongruent,1.0421,0.017909395896688978
19248,UK,magnitude,3 | 1,2,TRUE,congruent,0.9669,-0.014618439768003075
19248,UK,magnitude,3 | 4,1,TRUE,incongruent,0.9332,-0.03002526987828497
19248,UK,magnitude,7 | 6,1,FALSE,congruent,0.9847,-0.006696062080525471
19248,UK,magnitude,6 | 8,2,TRUE,congruent,1.1508,0.06099985321828844
19248,UK,magnitude,7 | 9,2,TRUE,neutral,0.9515,-0.021591207376960735
19248,UK,magnitude,1 | 2,1,TRUE,congruent,0.9009,-0.04532341308135647
19248,UK,magnitude,1 | 3,2,TRUE,incongruent,1.4002,0.14619007331592698
19248,UK,magnitude,4 | 2,2,TRUE,neutral,1.001,4.340774793185929e-4
19248,UK,magnitude,1 | 6,5,TRUE,congruent,0.8503,-0.07042782092345008
19248,UK,magnitude,4 | 3,1,TRUE,incongruent,0.8148,-0.08894897967187351
19248,UK,magnitude,2 | 7,5,TRUE,neutral,0.7666,-0.11543118508166669
19248,UK,magnitude,4 | 9,5,TRUE,incongruent,0.9788,-0.009306039320248418
19248,UK,magnitude,8 | 3,5,TRUE,incongruent,1.1869,0.07441412984113574
19248,UK,magnitude,6 | 8,2,TRUE,incongruent,1.0674,0.028327198467568638
19248,UK,magnitude,8 | 9,1,TRUE,incongruent,1.0833,0.03474874314648903
19248,UK,magnitude,1 | 3,2,TRUE,neutral,0.9672,-0.014483712147284552
19248,UK,magnitude,2 | 4,2,TRUE,congruent,0.9174,-0.03744126420403625
19248,UK,magnitude,2 | 4,2,TRUE,incongruent,0.6161,-0.21034879120659042
19248,UK,magnitude,4 | 9,5,TRUE,congruent,1.0257,0.011020355516257099
19248,UK,magnitude,2 | 7,5,TRUE,incongruent,1.6459,0.21640344523379304
19248,UK,magnitude,3 | 8,5,TRUE,congruent,0.5771,-0.2387489256913373
19250,UK,magnitude,1 | 6,5,TRUE,congruent,0.5355,-0.2712405248321256
19250,UK,magnitude,8 | 9,1,TRUE,congruent,0.9697,-0.013362604389846126
19250,UK,magnitude,9 | 7,2,TRUE,congruent,0.856,-0.06752623532284678
19250,UK,magnitude,3 | 8,5,TRUE,incongruent,0.9234,-0.03461012978487766
19250,UK,magnitude,8 | 3,5,TRUE,incongruent,0.6534,-0.1848208698605814
19250,UK,magnitude,9 | 4,5,TRUE,incongruent,0.7678,-0.11475189221861384
19250,UK,magnitude,4 | 3,1,TRUE,incongruent,1.2136,0.08407556777867409
19250,UK,magnitude,9 | 8,1,TRUE,congruent,0.8588,-0.06610796423578892
19250,UK,magnitude,1 | 2,1,TRUE,incongruent,0.9749,-0.011039929609661969
19250,UK,magnitude,8 | 3,5,TRUE,neutral,0.5552,-0.2555505425532015
19250,UK,magnitude,9 | 7,2,TRUE,neutral,0.8337,-0.07899019850296567
19250,UK,magnitude,3 | 1,2,TRUE,neutral,1.0448,0.019033163930998683
19250,UK,magnitude,7 | 9,2,TRUE,incongruent,0.9089,-0.04148389657695891
19250,UK,magnitude,8 | 6,2,TRUE,congruent,0.7794,-0.1082395985433285
19250,UK,magnitude,7 | 2,5,TRUE,incongruent,0.7906,-0.10204318999304819
19250,UK,magnitude,8 | 3,5,TRUE,congruent,0.5346,-0.2719710455794816
19250,UK,magnitude,2 | 1,1,TRUE,congruent,0.7572,-0.12078939470824086
19250,UK,magnitude,6 | 7,1,TRUE,neutral,0.8583,-0.066360887475074945
19250,UK,magnitude,6 | 8,2,TRUE,congruent,0.681,-0.16685288808721482
19250,UK,magnitude,4 | 2,2,TRUE,congruent,0.7449,-0.12790202572577325
19250,UK,magnitude,6 | 8,2,TRUE,incongruent,0.8107,-0.09113982698272349
19250,UK,magnitude,2 | 7,5,TRUE,congruent,0.6368,-0.19599694527038736
19250,UK,magnitude,2 | 4,2,TRUE,incongruent,1.2481,0.09624938318961143
19250,UK,magnitude,7 | 6,1,TRUE,neutral,0.7826,-0.1064601564353387
19250,UK,magnitude,7 | 6,1,TRUE,incongruent,0.5546,-0.25602013475815716
19250,UK,magnitude,7 | 9,2,FALSE,congruent,0.634,-0.1979107421182673
19250,UK,magnitude,4 | 9,5,TRUE,neutral,1.0415,0.01765927428376471
19250,UK,magnitude,7 | 2,5,TRUE,congruent,0.7023,-0.15347733158371318
19250,UK,magnitude,2 | 4,2,TRUE,congruent,0.8895,-0.05085404758005617
19250,UK,magnitude,1 | 3,2,TRUE,neutral,0.755,-0.12205304837081175
19250,UK,magnitude,7 | 9,2,FALSE,neutral,0.6038,-0.21910689131292108
19250,UK,magnitude,3 | 8,5,TRUE,neutral,1.4049,0.1476454125017424
19250,UK,magnitude,3 | 4,1,TRUE,incongruent,1.3835,0.14097916347697076
19250,UK,magnitude,4 | 9,5,TRUE,congruent,0.7578,-0.12044539906102561
19250,UK,magnitude,8 | 9,1,TRUE,incongruent,0.7263,-0.13888395583860474
19250,UK,magnitude,1 | 2,1,TRUE,congruent,0.8475,-0.07186029312488021
19250,UK,magnitude,2 | 1,1,TRUE,incongruent,0.869,-0.060980223551333534
19250,UK,magnitude,9 | 8,1,TRUE,incongruent,0.8776,-0.05670338543334526
19250,UK,magnitude,1 | 6,5,TRUE,neutral,0.6828,-0.16570648755730402
19250,UK,magnitude,2 | 1,1,TRUE,neutral,0.6852,-0.1641826457065271
19250,UK,magnitude,8 | 6,2,TRUE,incongruent,1.6829,0.2260583104271129
19250,UK,magnitude,7 | 6,1,TRUE,congruent,1.1227,0.05026372264579585
19250,UK,magnitude,2 | 7,5,TRUE,neutral,0.7211,-0.14200450443907603
19250,UK,magnitude,4 | 3,1,TRUE,congruent,1.0568,0.023992804606470772
19250,UK,magnitude,9 | 4,5,TRUE,congruent,0.7235,-0.1405614645449437
19250,UK,magnitude,9 | 8,1,TRUE,neutral,0.7553,-0.12188051530283252
19250,UK,magnitude,9 | 4,5,TRUE,neutral,0.5754,-0.24003014244569276
19250,UK,magnitude,1 | 2,1,TRUE,neutral,0.7068,-0.15070345916527353
19250,UK,magnitude,1 | 6,5,TRUE,incongruent,0.7405,-0.1304749371427727
19250,UK,magnitude,3 | 4,1,TRUE,neutral,0.6958,-0.15751557558842988
19250,UK,magnitude,3 | 8,5,TRUE,congruent,0.7627,-0.11764625361128601
19250,UK,magnitude,6 | 8,2,TRUE,neutral,0.7345,-0.13400819987372467
19250,UK,magnitude,6 | 7,1,TRUE,incongruent,0.7246,-0.13990167030148196
19250,UK,magnitude,2 | 4,2,TRUE,neutral,0.6897,-0.16133977401105853
19250,UK,magnitude,4 | 3,1,TRUE,neutral,1.0378,0.01611366635890846
19250,UK,magnitude,3 | 1,2,TRUE,congruent,1.3522,0.13104093160009908
19250,UK,magnitude,1 | 3,2,TRUE,congruent,0.5874,-0.2310660578132185
19250,UK,magnitude,4 | 9,5,FALSE,incongruent,0.4887,-0.31095766097182814
19250,UK,magnitude,8 | 6,2,TRUE,neutral,0.9896,-0.0045403133789357454
19250,UK,magnitude,7 | 2,5,TRUE,neutral,1.1872,0.07452388793495186
19250,UK,magnitude,2 | 7,5,TRUE,incongruent,0.6206,-0.20718822875185305
19250,UK,magnitude,1 | 3,2,TRUE,incongruent,0.8169,-0.08783110394037302
19250,UK,magnitude,4 | 2,2,TRUE,incongruent,0.5984,-0.223008415143595
19250,UK,magnitude,6 | 1,5,TRUE,congruent,0.7878,-0.10358402352687705
19250,UK,magnitude,6 | 1,5,TRUE,incongruent,0.7193,-0.14308993969921374
19250,UK,magnitude,6 | 7,1,TRUE,congruent,0.9354,-0.029002634427514683
19250,UK,magnitude,6 | 1,5,TRUE,neutral,0.6497,-0.18728713323463128
19250,UK,magnitude,4 | 2,2,TRUE,neutral,1.1115,0.04590946703500939
19250,UK,magnitude,9 | 7,2,TRUE,incongruent,0.8555,-0.0677799861228809
19250,UK,magnitude,3 | 1,2,TRUE,incongruent,0.9411,-0.0263642265825925
19250,UK,magnitude,8 | 9,1,TRUE,neutral,0.8872,-0.05197846685889636
19250,UK,magnitude,3 | 4,1,TRUE,congruent,0.8151,-0.08878910686244676
19263,UK,magnitude,3 | 1,2,TRUE,neutral,0.7361,-0.13306318226836064
19263,UK,magnitude,4 | 9,5,TRUE,congruent,0.7139,-0.14636261804140574
19263,UK,magnitude,9 | 8,1,TRUE,neutral,0.8795,-0.055764156206519956
19263,UK,magnitude,8 | 9,1,TRUE,congruent,0.5082,-0.29396533928564944
19263,UK,magnitude,1 | 2,1,TRUE,incongruent,0.8062,-0.09355720618296762
19263,UK,magnitude,8 | 9,1,TRUE,incongruent,1.1805,0.07206599141474584
19263,UK,magnitude,2 | 1,1,TRUE,incongruent,0.7513,-0.12418661116024242
19263,UK,magnitude,4 | 9,5,TRUE,incongruent,0.8491,-0.07104115911917021
19263,UK,magnitude,9 | 7,2,TRUE,incongruent,0.8091,-0.09199779882744634
19263,UK,magnitude,6 | 8,2,TRUE,congruent,0.9509,-0.021865152601710482
19263,UK,magnitude,1 | 6,5,TRUE,congruent,0.513,-0.2898826348881837
19263,UK,magnitude,3 | 4,1,TRUE,neutral,0.7638,-0.11702034596270096
19263,UK,magnitude,7 | 2,5,TRUE,neutral,0.4823,-0.31668273807811737
19263,UK,magnitude,3 | 1,2,TRUE,congruent,0.5149,-0.2882771081727653
19263,UK,magnitude,7 | 9,2,TRUE,incongruent,0.6694,-0.17431429197824166
19263,UK,magnitude,6 | 7,1,TRUE,neutral,0.8459,-0.07268097504034393
19263,UK,magnitude,2 | 7,5,TRUE,incongruent,0.7011,-0.1542200328881107
19263,UK,magnitude,4 | 9,5,TRUE,neutral,0.5137,-0.28929043427566276
19263,UK,magnitude,8 | 6,2,TRUE,congruent,0.5816,-0.23537560214901856
19263,UK,magnitude,1 | 3,2,TRUE,congruent,0.5774,-0.2385232204552983
19263,UK,magnitude,4 | 2,2,TRUE,congruent,0.5122,-0.2905604258675891
19263,UK,magnitude,9 | 4,5,FALSE,neutral,0.5657,-0.2474138212595908
19263,UK,magnitude,2 | 7,5,TRUE,neutral,2.2103,0.3444512236861383
19263,UK,magnitude,4 | 2,2,TRUE,neutral,0.5097,-0.2926853664112919
19263,UK,magnitude,2 | 1,1,TRUE,congruent,0.9697,-0.013362604389846126
19263,UK,magnitude,3 | 8,5,TRUE,incongruent,0.5789,-0.23739645043319652
19263,UK,magnitude,3 | 4,1,TRUE,congruent,0.8112,-0.09087205801073922
19263,UK,magnitude,9 | 4,5,TRUE,congruent,0.5923,-0.22745826735905644
19263,UK,magnitude,6 | 7,1,TRUE,congruent,0.5917,-0.2278984307229881
19263,UK,magnitude,1 | 6,5,TRUE,neutral,2.5275,0.40269116426303864
19263,UK,magnitude,9 | 8,1,FALSE,incongruent,0.5446,-0.26392236299605426
19263,UK,magnitude,7 | 6,1,TRUE,neutral,2.3927,0.3788882495904139
19263,UK,magnitude,9 | 7,2,TRUE,congruent,0.6258,-0.20356444118982547
19263,UK,magnitude,2 | 7,5,TRUE,congruent,0.6131,-0.21246868387276577
19263,UK,magnitude,2 | 4,2,TRUE,neutral,0.5256,-0.2793446434482757
19263,UK,magnitude,6 | 8,2,TRUE,incongruent,0.7891,-0.10286795661790564
19263,UK,magnitude,4 | 2,2,TRUE,incongruent,2.2468,0.35156441520410464
19263,UK,magnitude,6 | 1,5,TRUE,incongruent,0.6256,-0.20370325994820837
19263,UK,magnitude,9 | 4,5,TRUE,incongruent,0.7136,-0.14654515863193335
19263,UK,magnitude,8 | 6,2,TRUE,incongruent,0.9755,-0.010772726269463111
19263,UK,magnitude,3 | 8,5,TRUE,congruent,0.593,-0.22694530663573742
19263,UK,magnitude,7 | 9,2,TRUE,congruent,0.6638,-0.1779627519274149
19263,UK,magnitude,8 | 6,2,TRUE,neutral,0.5628,-0.24964591123729193
19263,UK,magnitude,3 | 1,2,TRUE,incongruent,0.7097,-0.1489251947711131
19263,UK,magnitude,7 | 2,5,TRUE,incongruent,1.2309,0.09022277168657512
19263,UK,magnitude,8 | 9,1,TRUE,neutral,0.845,-0.07314329105030767
19263,UK,magnitude,7 | 6,1,FALSE,incongruent,0.5775,-0.23844801143581806
19263,UK,magnitude,6 | 7,1,TRUE,incongruent,1.1109,0.04567496676910503
19263,UK,magnitude,8 | 3,5,TRUE,congruent,0.9604,-0.017547848615010273
19263,UK,magnitude,8 | 3,5,TRUE,neutral,0.5277,-0.27761290582287634
19263,UK,magnitude,6 | 8,2,TRUE,neutral,0.7973,-0.0983782359066428
19263,UK,magnitude,4 | 3,1,TRUE,incongruent,0.5459,-0.2628869056940387
19263,UK,magnitude,8 | 3,5,TRUE,incongruent,0.649,-0.18775530319963074
19263,UK,magnitude,9 | 8,1,TRUE,congruent,0.7405,-0.1304749371427727
19263,UK,magnitude,7 | 9,2,TRUE,neutral,0.6952,-0.1578902365593899
19263,UK,magnitude,7 | 2,5,TRUE,congruent,0.628,-0.20204035626280387
19263,UK,magnitude,2 | 4,2,TRUE,congruent,0.4939,-0.3063609738384518
19263,UK,magnitude,2 | 4,2,TRUE,incongruent,0.9289,-0.032031037121307684
19263,UK,magnitude,1 | 2,1,TRUE,neutral,1.4443,0.15965741124770436
19263,UK,magnitude,1 | 2,1,TRUE,congruent,0.4755,-0.3228494787265673
19263,UK,magnitude,1 | 6,5,TRUE,incongruent,0.6461,-0.18970025895983111
19263,UK,magnitude,4 | 3,1,TRUE,congruent,0.4918,-0.3082114755973016
