participant,country,condition,problem,num_distance,correctness,congruency,rt,log_rt
230068048695,Malaysia,physical,1 | 2,1,TRUE,congruent,0.4546,-0.342370568611048
230068048695,Malaysia,physical,7 | 2,5,TRUE,congruent,0.4341,-0.3624102141613001
230068048695,Malaysia,physical,1 | 2,1,TRUE,incongruent,0.4918,-0.3082114755973016
230068048695,Malaysia,physical,3 | 4,1,TRUE,incongruent,0.4485,-0.3482375526198891
230068048695,Malaysia,physical,4 | 3,1,TRUE,congruent,0.5012,-0.29998893767788765
230068048695,Malaysia,physical,8 | 3,5,TRUE,incongruent,0.452,-0.3448615651886179
230068048695,Malaysia,physical,3 | 8,5,TRUE,congruent,0.5074,-0.2946495371142881
230068048695,Malaysia,physical,9 | 8,1,TRUE,incongruent,0.383,-0.41680122603137726
230068048695,Malaysia,physical,6 | 1,5,TRUE,incongruent,0.5579,-0.25344363858963087
230068048695,Malaysia,physical,2 | 1,1,TRUE,incongruent,0.3688,-0.43320908761840826
230068048695,Malaysia,physical,7 | 6,1,TRUE,congruent,0.5449,-0.26368319209589114
230068048695,Malaysia,physical,3 | 8,5,TRUE,incongruent,0.4978,-0.30294510772742556
230068048695,Malaysia,physical,8 | 6,2,TRUE,incongruent,0.5144,-0.28869904008383435
230068048695,Malaysia,physical,3 | 1,2,TRUE,congruent,0.4201,-0.37664731846200805
230068048695,Malaysia,physical,3 | 1,2,TRUE,incongruent,0.4326,-0.3639134848969273
230068048695,Malaysia,physical,6 | 7,1,TRUE,incongruent,0.4291,-0.36744148546732813
230068048695,Malaysia,physical,4 | 9,5,TRUE,congruent,0.4134,-0.38362952770873054
230068048695,Malaysia,physical,9 | 7,2,TRUE,incongruent,0.5248,-0.2800061736323961
230068048695,Malaysia,physical,8 | 3,5,TRUE,congruent,0.4307,-0.3658251282373999
230068048695,Malaysia,physical,2 | 4,2,TRUE,congruent,0.3838,-0.4158950296005473
230068048695,Malaysia,physical,9 | 8,1,TRUE,congruent,0.4432,-0.3534002482796267
230068048695,Malaysia,physical,6 | 8,2,TRUE,congruent,0.3629,-0.4402130317994435
230068048695,Malaysia,physical,4 | 2,2,TRUE,congruent,0.4987,-0.302160631781637
230068048695,Malaysia,physical,7 | 9,2,FALSE,incongruent,0.4077,-0.38965928854784326
230068048695,Malaysia,physical,8 | 9,1,TRUE,incongruent,0.4248,-0.37181549192658736
230068048695,Malaysia,physical,3 | 4,1,TRUE,congruent,0.3689,-0.43309134477319655
230068048695,Malaysia,physical,4 | 2,2,TRUE,incongruent,0.5348,-0.2718086014100532
230068048695,Malaysia,physical,2 | 4,2,TRUE,incongruent,0.397,-0.40120949323688493
230068048695,Malaysia,physical,2 | 1,1,TRUE,congruent,0.3793,-0.42101715729720945
230068048695,Malaysia,physical,9 | 4,5,TRUE,congruent,0.7418,-0.12971317100740865
230068048695,Malaysia,physical,1 | 3,2,TRUE,congruent,0.4264,-0.3701828039814842
230068048695,Malaysia,physical,4 | 3,1,TRUE,incongruent,0.4959,-0.3046058917088901
230068048695,Malaysia,physical,8 | 6,2,TRUE,congruent,0.4239,-0.37273658343177896
939257332379,Malaysia,physical,7 | 9,2,TRUE,incongruent,0.686,-0.16367588429324828
939257332379,Malaysia,physical,2 | 1,1,TRUE,congruent,0.544,-0.26440110030182007
939257332379,Malaysia,physical,9 | 8,1,TRUE,congruent,0.642,-0.19246497193114673
939257332379,Malaysia,physical,9 | 7,2,TRUE,incongruent,0.519,-0.28483264215154214
939257332379,Malaysia,physical,8 | 3,5,TRUE,incongruent,0.679,-0.1681302257194983
939257332379,Malaysia,physical,1 | 2,1,TRUE,incongruent,0.553,-0.2572748686953017
939257332379,Malaysia,physical,6 | 7,1,TRUE,incongruent,0.542,-0.266000713461613
939257332379,Malaysia,physical,9 | 7,2,TRUE,congruent,0.485,-0.3142582613977364
939257332379,Malaysia,physical,3 | 8,5,TRUE,congruent,0.434,-0.3625102704874893
939257332379,Malaysia,physical,3 | 4,1,TRUE,congruent,0.613,-0.21253952548158497
939257332379,Malaysia,physical,1 | 2,1,TRUE,congruent,0.694,-0.15864052954514513
939257332379,Malaysia,physical,8 | 3,5,TRUE,congruent,0.512,-0.2907300390241692
939257332379,Malaysia,physical,4 | 9,5,FALSE,incongruent,0.663,-0.17848647159522685
939257332379,Malaysia,physical,9 | 4,5,TRUE,congruent,0.581,-0.2358238676096693
939257332379,Malaysia,physical,6 | 1,5,TRUE,congruent,0.542,-0.266000713461613
939257332379,Malaysia,physical,7 | 2,5,TRUE,congruent,0.426,-0.37059040089728107
939257332379,Malaysia,physical,4 | 2,2,TRUE,congruent,0.53,-0.27572413039921095
939257332379,Malaysia,physical,8 | 6,2,TRUE,congruent,0.453,-0.34390179798716813
939257332379,Malaysia,physical,8 | 9,1,TRUE,incongruent,0.514,-0.28903688100472424
939257332379,Malaysia,physical,4 | 2,2,TRUE,incongruent,0.591,-0.22841251911874466
939257332379,Malaysia,physical,8 | 9,1,TRUE,congruent,0.491,-0.3089185078770315
939257332379,Malaysia,physical,8 | 6,2,TRUE,incongruent,0.652,-0.1857524042680798
939257332379,Malaysia,physical,6 | 8,2,TRUE,congruent,0.626,-0.20342566678957033
939257332379,Malaysia,physical,2 | 4,2,TRUE,incongruent,0.594,-0.22621355501880647
939257332379,Malaysia,physical,3 | 8,5,TRUE,incongruent,0.627,-0.20273245916928356
939257332379,Malaysia,physical,2 | 4,2,TRUE,congruent,0.576,-0.239577516576788
939257332379,Malaysia,physical,4 | 9,5,TRUE,congruent,0.679,-0.1681302257194983
939257332379,Malaysia,physical,4 | 3,1,TRUE,incongruent,0.571,-0.243363891754152
939257332379,Malaysia,physical,6 | 8,2,TRUE,incongruent,0.513,-0.2898826348881837
939257332379,Malaysia,physical,9 | 8,1,TRUE,incongruent,0.678,-0.16877030613293661
939257332379,Malaysia,physical,6 | 7,1,TRUE,congruent,0.531,-0.2749054789185309
939257332379,Malaysia,physical,7 | 6,1,TRUE,congruent,0.66,-0.1804560644581313
939257332379,Malaysia,physical,1 | 6,5,TRUE,congruent,0.609,-0.21538270736712464
939257332379,Malaysia,physical,7 | 6,1,TRUE,incongruent,0.514,-0.28903688100472424
939257332379,Malaysia,physical,7 | 9,2,TRUE,congruent,0.403,-0.39469495385889053
939257332379,Malaysia,physical,4 | 3,1,TRUE,congruent,0.71,-0.14874165128092473
939257332379,Malaysia,physical,6 | 1,5,TRUE,incongruent,0.712,-0.14752000636314366
939257332379,Malaysia,physical,1 | 6,5,TRUE,incongruent,0.627,-0.20273245916928356
939257332379,Malaysia,physical,1 | 3,2,TRUE,congruent,0.529,-0.2765443279648142
939257332379,Malaysia,physical,3 | 1,2,TRUE,incongruent,0.594,-0.22621355501880647
939257332379,Malaysia,physical,2 | 7,5,TRUE,congruent,0.492,-0.30803489723263966
939257332379,Malaysia,physical,1 | 3,2,TRUE,incongruent,0.726,-0.1390633792999063
939257332379,Malaysia,physical,2 | 7,5,TRUE,incongruent,0.979,-0.009217308196862183
939257332379,Malaysia,physical,7 | 2,5,TRUE,incongruent,0.528,-0.27736607746618774
939257332379,Malaysia,physical,2 | 1,1,FALSE,incongruent,0.63,-0.2006594505464183
939257332379,Malaysia,physical,9 | 4,5,TRUE,incongruent,0.7,-0.1549019599857432
939257332379,Malaysia,physical,3 | 4,1,TRUE,incongruent,1.117,0.048053173115609055
939257332379,Malaysia,physical,3 | 1,2,TRUE,congruent,0.502,-0.29929628285498067
484025127976,Malaysia,physical,7 | 9,2,TRUE,congruent,0.4832,-0.3158730743869246
484025127976,Malaysia,physical,8 | 6,2,TRUE,congruent,0.4904,-0.30944953848964135
484025127976,Malaysia,physical,6 | 8,2,TRUE,incongruent,0.7331,-0.1348367804939138
484025127976,Malaysia,physical,8 | 3,5,TRUE,incongruent,0.6068,-0.2169544278853071
484025127976,Malaysia,physical,9 | 8,1,TRUE,incongruent,0.5069,-0.2950777087765982
484025127976,Malaysia,physical,2 | 1,1,TRUE,incongruent,0.5715,-0.24298376526869944
484025127976,Malaysia,physical,8 | 9,1,TRUE,congruent,0.4607,-0.33658178774732034
484025127976,Malaysia,physical,4 | 3,1,TRUE,incongruent,0.6335,-0.1982533807805399
484025127976,Malaysia,physical,6 | 1,5,TRUE,incongruent,0.6101,-0.21459897500761252
484025127976,Malaysia,physical,2 | 1,1,TRUE,congruent,0.4663,-0.33133458454550796
484025127976,Malaysia,physical,1 | 3,2,TRUE,congruent,1.1163,0.04778092474119653
484025127976,Malaysia,physical,9 | 7,2,TRUE,congruent,0.6332,-0.1984590938096817
484025127976,Malaysia,physical,1 | 3,2,TRUE,incongruent,0.551,-0.2588484011482149
484025127976,Malaysia,physical,7 | 6,1,TRUE,incongruent,0.5343,-0.27221482581709405
484025127976,Malaysia,physical,2 | 4,2,TRUE,incongruent,0.6449,-0.19050762306265814
484025127976,Malaysia,physical,9 | 8,1,TRUE,congruent,0.5328,-0.2734357838377553
484025127976,Malaysia,physical,3 | 4,1,TRUE,incongruent,0.8006,-0.0965844142309137
484025127976,Malaysia,physical,7 | 9,2,TRUE,incongruent,0.5373,-0.26978315943130604
484025127976,Malaysia,physical,4 | 9,5,TRUE,incongruent,0.8496,-0.07078549626260615
484025127976,Malaysia,physical,4 | 2,2,TRUE,congruent,0.5331,-0.273191317475036
484025127976,Malaysia,physical,3 | 4,1,TRUE,congruent,0.4553,-0.3417023496918102
484025127976,Malaysia,physical,9 | 7,2,TRUE,incongruent,0.4835,-0.31560352158097954
484025127976,Malaysia,physical,9 | 4,5,TRUE,incongruent,0.5167,-0.2867615384543382
484025127976,Malaysia,physical,6 | 8,2,TRUE,congruent,0.5384,-0.2688949487840796
484025127976,Malaysia,physical,3 | 8,5,TRUE,congruent,0.5669,-0.24649354300902998
484025127976,Malaysia,physical,7 | 6,1,TRUE,congruent,0.4868,-0.31264943044197263
484025127976,Malaysia,physical,9 | 4,5,TRUE,congruent,0.4841,-0.31506491735911035
484025127976,Malaysia,physical,3 | 1,2,TRUE,incongruent,0.7677,-0.11480845939315207
484025127976,Malaysia,physical,6 | 7,1,TRUE,congruent,0.5381,-0.2691370079535061
484025127976,Malaysia,physical,4 | 9,5,TRUE,congruent,0.4509,-0.3459197646934294
484025127976,Malaysia,physical,3 | 8,5,TRUE,incongruent,0.4837,-0.31542391261154473
484025127976,Malaysia,physical,6 | 1,5,TRUE,congruent,0.4347,-0.361810359809163
484025127976,Malaysia,physical,8 | 3,5,TRUE,congruent,0.4667,-0.3309621991148441
484025127976,Malaysia,physical,8 | 6,2,TRUE,incongruent,0.5,-0.3010299956639812
484025127976,Malaysia,physical,4 | 3,1,TRUE,congruent,0.4334,-0.3631110930162008
484025127976,Malaysia,physical,1 | 6,5,TRUE,incongruent,0.5416,-0.2663213443229121
484025127976,Malaysia,physical,2 | 7,5,TRUE,congruent,0.4167,-0.380176499542722
484025127976,Malaysia,physical,2 | 7,5,TRUE,incongruent,0.4769,-0.3215726775661329
484025127976,Malaysia,physical,1 | 2,1,TRUE,congruent,0.42,-0.37675070960209955
484025127976,Malaysia,physical,4 | 2,2,TRUE,incongruent,0.6014,-0.22083657623550124
484025127976,Malaysia,physical,1 | 2,1,TRUE,incongruent,0.4953,-0.30513167201754393
484025127976,Malaysia,physical,7 | 2,5,TRUE,incongruent,0.5117,-0.29098458302788266
484025127976,Malaysia,physical,7 | 2,5,TRUE,congruent,0.4386,-0.35793137265849595
484025127976,Malaysia,physical,2 | 4,2,TRUE,congruent,0.4337,-0.3628105778512381
484025127976,Malaysia,physical,1 | 6,5,TRUE,congruent,0.4667,-0.3309621991148441
484025127976,Malaysia,physical,6 | 7,1,TRUE,incongruent,0.4696,-0.3282719117604419
484025127976,Malaysia,physical,8 | 9,1,TRUE,incongruent,0.4665,-0.3311483519174812
484025127976,Malaysia,physical,3 | 1,2,TRUE,congruent,0.4338,-0.3627104523218255
692323212348,Malaysia,physical,3 | 8,5,TRUE,incongruent,0.5631,-0.24941447265899122
692323212348,Malaysia,physical,1 | 6,5,TRUE,congruent,0.4631,-0.3343252190061066
692323212348,Malaysia,physical,1 | 6,5,TRUE,incongruent,0.5508,-0.259006068415114
692323212348,Malaysia,physical,1 | 2,1,TRUE,incongruent,0.5353,-0.2714027566165684
692323212348,Malaysia,physical,4 | 3,1,TRUE,incongruent,0.4449,-0.3517375942519555
692323212348,Malaysia,physical,2 | 4,2,TRUE,congruent,0.4782,-0.320390428220244
692323212348,Malaysia,physical,1 | 2,1,TRUE,congruent,0.4355,-0.361011840656318
692323212348,Malaysia,physical,2 | 7,5,TRUE,congruent,0.4486,-0.3481407307530511
692323212348,Malaysia,physical,7 | 2,5,TRUE,incongruent,0.519,-0.28483264215154214
692323212348,Malaysia,physical,6 | 8,2,TRUE,congruent,0.5179,-0.28575408898210597
692323212348,Malaysia,physical,9 | 4,5,TRUE,incongruent,0.9019,-0.04484161307420639
692323212348,Malaysia,physical,6 | 1,5,FALSE,incongruent,0.4566,-0.34046409284578355
692323212348,Malaysia,physical,7 | 6,1,TRUE,incongruent,1.4833,0.17122899672505143
692323212348,Malaysia,physical,9 | 8,1,TRUE,incongruent,0.6026,-0.21997087266266166
692323212348,Malaysia,physical,9 | 8,1,TRUE,congruent,0.5192,-0.2846653162076872
692323212348,Malaysia,physical,7 | 9,2,TRUE,incongruent,0.5935,-0.22657927670938996
692323212348,Malaysia,physical,1 | 3,2,TRUE,incongruent,0.5041,-0.29748330256184946
692323212348,Malaysia,physical,2 | 4,2,TRUE,incongruent,0.4763,-0.3221194184884095
692323212348,Malaysia,physical,2 | 7,5,TRUE,incongruent,0.4497,-0.34707711243205813
692323212348,Malaysia,physical,2 | 1,1,TRUE,congruent,0.4702,-0.3277173752110794
692323212348,Malaysia,physical,9 | 4,5,TRUE,congruent,0.4566,-0.34046409284578355
692323212348,Malaysia,physical,4 | 3,1,TRUE,congruent,0.4904,-0.30944953848964135
692323212348,Malaysia,physical,1 | 3,2,TRUE,congruent,0.497,-0.3036436112666679
692323212348,Malaysia,physical,9 | 7,2,TRUE,congruent,0.4638,-0.33366925569803146
692323212348,Malaysia,physical,3 | 1,2,TRUE,congruent,0.4422,-0.3543812617573049
692323212348,Malaysia,physical,3 | 4,1,TRUE,incongruent,0.4363,-0.3602147870131798
692323212348,Malaysia,physical,2 | 1,1,TRUE,incongruent,0.401,-0.39685562737981767
692323212348,Malaysia,physical,8 | 6,2,TRUE,congruent,0.4282,-0.36835333704158046
692323212348,Malaysia,physical,4 | 2,2,TRUE,congruent,0.5523,-0.25782495677632283
692323212348,Malaysia,physical,8 | 9,1,TRUE,congruent,0.4366,-0.35991626862687964
692323212348,Malaysia,physical,6 | 7,1,TRUE,incongruent,0.4768,-0.32166375326782
692323212348,Malaysia,physical,3 | 8,5,TRUE,congruent,0.5183,-0.2854187911604688
692323212348,Malaysia,physical,4 | 2,2,FALSE,incongruent,0.442,-0.3545777306509081
692323212348,Malaysia,physical,8 | 3,5,TRUE,incongruent,0.3934,-0.40516564441668207
692323212348,Malaysia,physical,6 | 8,2,TRUE,incongruent,0.4559,-0.34113040779803766
692323212348,Malaysia,physical,8 | 6,2,TRUE,incongruent,0.3867,-0.41262582792693453
692323212348,Malaysia,physical,3 | 1,2,FALSE,incongruent,0.4564,-0.340654364253823
692323212348,Malaysia,physical,6 | 7,1,TRUE,congruent,0.769,-0.11407366019856895
692323212348,Malaysia,physical,6 | 1,5,TRUE,congruent,0.4209,-0.37582107425197764
692323212348,Malaysia,physical,8 | 9,1,TRUE,incongruent,0.8381,-0.07670415934449608
692323212348,Malaysia,physical,4 | 9,5,TRUE,incongruent,0.5277,-0.27761290582287634
692323212348,Malaysia,physical,7 | 6,1,TRUE,congruent,0.4353,-0.36121133284260165
692323212348,Malaysia,physical,3 | 4,1,TRUE,congruent,0.3802,-0.4199878874705757
692323212348,Malaysia,physical,8 | 3,5,TRUE,congruent,0.4285,-0.36804917374078305
692323212348,Malaysia,physical,7 | 9,2,TRUE,congruent,0.3663,-0.43616308133545506
692323212348,Malaysia,physical,7 | 2,5,TRUE,congruent,0.442,-0.3545777306509081
692323212348,Malaysia,physical,4 | 9,5,TRUE,congruent,0.3978,-0.40033522121158327
692323212348,Malaysia,physical,9 | 7,2,TRUE,incongruent,0.5268,-0.27835423371025375
294874663208,Malaysia,physical,8 | 9,1,FALSE,incongruent,0.3571,-0.44721014980721807
294874663208,Malaysia,physical,3 | 1,2,TRUE,incongruent,0.3891,-0.4099387691962575
294874663208,Malaysia,physical,2 | 4,2,TRUE,congruent,0.3404,-0.4680104485874498
294874663208,Malaysia,physical,4 | 3,1,TRUE,congruent,0.3706,-0.4310945850171213
294874663208,Malaysia,physical,4 | 9,5,TRUE,incongruent,0.3831,-0.41668784801692227
294874663208,Malaysia,physical,8 | 6,2,TRUE,congruent,0.3199,-0.49498575991589294
294874663208,Malaysia,physical,6 | 1,5,TRUE,incongruent,0.4938,-0.3064489144040865
294874663208,Malaysia,physical,2 | 7,5,TRUE,congruent,0.4099,-0.38732208168349824
294874663208,Malaysia,physical,3 | 4,1,TRUE,congruent,0.3548,-0.4500163888403112
294874663208,Malaysia,physical,7 | 2,5,TRUE,congruent,0.3655,-0.4371126187061207
294874663208,Malaysia,physical,6 | 7,1,TRUE,congruent,0.4731,-0.3250470519514347
294874663208,Malaysia,physical,7 | 6,1,TRUE,incongruent,0.4102,-0.3870043439676525
294874663208,Malaysia,physical,6 | 8,2,TRUE,incongruent,0.2999,-0.5230235342404729
294874663208,Malaysia,physical,7 | 2,5,TRUE,incongruent,0.6045,-0.2186036948032093
294874663208,Malaysia,physical,1 | 2,1,TRUE,congruent,0.4171,-0.3797598101541686
294874663208,Malaysia,physical,1 | 3,2,TRUE,congruent,0.5263,-0.2787666299827225
294874663208,Malaysia,physical,6 | 7,1,TRUE,incongruent,0.3611,-0.4423725115731734
294874663208,Malaysia,physical,4 | 2,2,TRUE,congruent,0.3841,-0.41555569283482385
294874663208,Malaysia,physical,6 | 1,5,TRUE,congruent,0.3849,-0.41465208890540906
294874663208,Malaysia,physical,8 | 6,2,TRUE,incongruent,0.3982,-0.3998987443086093
294874663208,Malaysia,physical,3 | 1,2,TRUE,congruent,0.3416,-0.4664821379830325
294874663208,Malaysia,physical,9 | 8,1,TRUE,congruent,0.5138,-0.2892059000696726
294874663208,Malaysia,physical,6 | 8,2,TRUE,congruent,0.382,-0.41793663708829126
294874663208,Malaysia,physical,3 | 4,1,TRUE,incongruent,0.3895,-0.4094925379914167
294874663208,Malaysia,physical,7 | 9,2,TRUE,congruent,0.3863,-0.4130752918551797
294874663208,Malaysia,physical,3 | 8,5,TRUE,incongruent,0.3657,-0.4368750396619556
294874663208,Malaysia,physical,4 | 2,2,TRUE,incongruent,0.3272,-0.48518670500071465
294874663208,Malaysia,physical,2 | 4,2,TRUE,incongruent,0.5251,-0.279757981712943
294874663208,Malaysia,physical,1 | 3,2,TRUE,incongruent,0.4206,-0.37613073164969774
294874663208,Malaysia,physical,7 | 9,2,TRUE,incongruent,0.417,-0.3798639450262425
294874663208,Malaysia,physical,2 | 1,1,TRUE,congruent,0.4101,-0.38711023071251527
294874663208,Malaysia,physical,9 | 7,2,TRUE,congruent,0.3494,-0.45667709935308787
294874663208,Malaysia,physical,1 | 6,5,TRUE,congruent,0.3977,-0.4004444090140197
294874663208,Malaysia,physical,9 | 8,1,TRUE,incongruent,0.4395,-0.3570411205902093
294874663208,Malaysia,physical,9 | 4,5,TRUE,congruent,0.4181,-0.37871983244958524
294874663208,Malaysia,physical,2 | 1,1,FALSE,incongruent,0.4126,-0.3844707763628672
294874663208,Malaysia,physical,1 | 6,5,TRUE,incongruent,0.4685,-0.3292904047762029
294874663208,Malaysia,physical,2 | 7,5,TRUE,incongruent,0.417,-0.3798639450262425
294874663208,Malaysia,physical,8 | 3,5,TRUE,incongruent,0.6076,-0.21638223480925126
294874663208,Malaysia,physical,7 | 6,1,TRUE,congruent,0.4442,-0.35242144578754486
294874663208,Malaysia,physical,9 | 7,2,TRUE,incongruent,0.4267,-0.3698773571406879
294874663208,Malaysia,physical,8 | 3,5,TRUE,congruent,0.3756,-0.4252744164059267
294874663208,Malaysia,physical,3 | 8,5,TRUE,congruent,0.4071,-0.3902988976206005
294874663208,Malaysia,physical,4 | 3,1,TRUE,incongruent,0.3903,-0.4086014487187513
294874663208,Malaysia,physical,9 | 4,5,TRUE,incongruent,0.4004,-0.397505931192719
294874663208,Malaysia,physical,1 | 2,1,TRUE,incongruent,0.54990000000000006,-0.25971628031812083
294874663208,Malaysia,physical,4 | 9,5,TRUE,congruent,0.3686,-0.433444669116945
294874663208,Malaysia,physical,8 | 9,1,TRUE,congruent,0.3962,-0.4020855287974717
857677498017,Malaysia,physical,2 | 4,2,TRUE,incongruent,0.6474,-0.1888273049334457
857677498017,Malaysia,physical,6 | 1,5,TRUE,congruent,0.4625,-0.33488826292494855
857677498017,Malaysia,physical,8 | 9,1,TRUE,incongruent,0.7956,-0.09930522554760206
857677498017,Malaysia,physical,2 | 4,2,TRUE,congruent,0.4664,-0.33124145824904233
857677498017,Malaysia,physical,7 | 6,1,TRUE,congruent,0.4493,-0.34746358140697464
857677498017,Malaysia,physical,8 | 3,5,TRUE,congruent,0.5017,-0.2995558989722485
857677498017,Malaysia,physical,4 | 3,1,TRUE,congruent,0.5334,-0.2729469886461427
857677498017,Malaysia,physical,8 | 3,5,TRUE,incongruent,0.4757,-0.32266684858009825
857677498017,Malaysia,physical,3 | 8,5,TRUE,congruent,0.5349,-0.2717274021049829
857677498017,Malaysia,physical,3 | 4,1,TRUE,congruent,0.48,-0.3187587626244128
857677498017,Malaysia,physical,1 | 3,2,TRUE,incongruent,0.5303,-0.27547837288143734
857677498017,Malaysia,physical,9 | 8,1,TRUE,incongruent,0.4515,-0.34534224535047536
857677498017,Malaysia,physical,7 | 9,2,TRUE,congruent,0.4526,-0.3442854503812902
857677498017,Malaysia,physical,9 | 7,2,TRUE,congruent,0.4951,-0.30530707366851595
857677498017,Malaysia,physical,8 | 9,1,TRUE,congruent,0.4467,-0.3499840475281614
857677498017,Malaysia,physical,7 | 9,2,TRUE,incongruent,0.4864,-0.3130064337353215
857677498017,Malaysia,physical,2 | 1,1,TRUE,incongruent,0.4963,-0.3042557248026766
857677498017,Malaysia,physical,9 | 7,2,TRUE,incongruent,0.4484,-0.34833439607706446
857677498017,Malaysia,physical,1 | 2,1,TRUE,congruent,0.481,-0.31785492362616824
857677498017,Malaysia,physical,4 | 2,2,TRUE,congruent,0.4882,-0.3114022249188302
857677498017,Malaysia,physical,9 | 8,1,TRUE,congruent,0.5155,-0.2877713303804647
857677498017,Malaysia,physical,3 | 1,2,TRUE,congruent,0.7152,-0.14557249421213878
857677498017,Malaysia,physical,9 | 4,5,TRUE,incongruent,0.4458,-0.3508599358557811
857677498017,Malaysia,physical,2 | 7,5,TRUE,incongruent,0.4506,-0.346208812612188
857677498017,Malaysia,physical,6 | 7,1,TRUE,congruent,0.4978,-0.30294510772742556
857677498017,Malaysia,physical,4 | 2,2,TRUE,incongruent,0.5978,-0.22344408929673812
857677498017,Malaysia,physical,4 | 3,1,TRUE,incongruent,0.516,-0.28735029837278864
857677498017,Malaysia,physical,6 | 1,5,FALSE,incongruent,0.5033,-0.2981730696028606
857677498017,Malaysia,physical,4 | 9,5,TRUE,congruent,0.4821,-0.316862868516993
857677498017,Malaysia,physical,7 | 2,5,TRUE,incongruent,0.5881,-0.23054882059796242
857677498017,Malaysia,physical,6 | 7,1,TRUE,incongruent,0.5029,-0.29851836437907286
857677498017,Malaysia,physical,3 | 4,1,TRUE,incongruent,0.5129,-0.28996730093424644
857677498017,Malaysia,physical,7 | 6,1,TRUE,incongruent,0.4987,-0.302160631781637
857677498017,Malaysia,physical,6 | 8,2,TRUE,incongruent,0.4645,-0.3330142816703394
857677498017,Malaysia,physical,3 | 8,5,TRUE,incongruent,0.5144,-0.28869904008383435
857677498017,Malaysia,physical,3 | 1,2,TRUE,incongruent,0.4968,-0.3038184128314762
857677498017,Malaysia,physical,2 | 7,5,TRUE,congruent,0.4657,-0.33189376206726867
857677498017,Malaysia,physical,9 | 4,5,TRUE,congruent,0.5147,-0.2884458317498304
857677498017,Malaysia,physical,7 | 2,5,TRUE,congruent,0.4804,-0.31839700126913156
857677498017,Malaysia,physical,2 | 1,1,TRUE,congruent,0.4459,-0.35076252765039273
857677498017,Malaysia,physical,8 | 6,2,TRUE,congruent,0.5004,-0.3006826989786177
857677498017,Malaysia,physical,4 | 9,5,TRUE,incongruent,0.5046,-0.29705275381844415
857677498017,Malaysia,physical,1 | 6,5,TRUE,congruent,0.5184,-0.2853350071374631
857677498017,Malaysia,physical,8 | 6,2,TRUE,incongruent,0.5338,-0.2726214305485111
857677498017,Malaysia,physical,1 | 2,1,FALSE,incongruent,0.5482,-0.2610609687965204
857677498017,Malaysia,physical,6 | 8,2,TRUE,congruent,0.5657,-0.2474138212595908
857677498017,Malaysia,physical,1 | 6,5,TRUE,incongruent,0.5299,-0.2758060804856704
857677498017,Malaysia,physical,1 | 3,2,TRUE,congruent,0.4688,-0.32901239698996576
560520040965,Malaysia,physical,7 | 9,2,TRUE,incongruent,0.6838,-0.1650709035394242
560520040965,Malaysia,physical,1 | 3,2,TRUE,incongruent,0.5,-0.3010299956639812
560520040965,Malaysia,physical,8 | 6,2,TRUE,congruent,0.4525,-0.34438141645877784
560520040965,Malaysia,physical,7 | 9,2,TRUE,congruent,0.4497,-0.34707711243205813
560520040965,Malaysia,physical,8 | 3,5,FALSE,incongruent,0.3831,-0.41668784801692227
560520040965,Malaysia,physical,9 | 7,2,TRUE,incongruent,0.5165,-0.28692967414436066
560520040965,Malaysia,physical,2 | 1,1,TRUE,congruent,0.4367,-0.3598168080786599
560520040965,Malaysia,physical,8 | 3,5,TRUE,congruent,0.4666,-0.33105526554226616
560520040965,Malaysia,physical,6 | 1,5,TRUE,incongruent,0.5162,-0.2871819997921499
560520040965,Malaysia,physical,3 | 8,5,TRUE,congruent,0.4169,-0.37996810487370264
560520040965,Malaysia,physical,9 | 8,1,TRUE,incongruent,0.4835,-0.31560352158097954
560520040965,Malaysia,physical,3 | 4,1,TRUE,congruent,0.4514,-0.34543844525825673
560520040965,Malaysia,physical,4 | 3,1,TRUE,incongruent,0.6002,-0.2217040089111662
560520040965,Malaysia,physical,2 | 4,2,TRUE,incongruent,0.4502,-0.34659450933549885
560520040965,Malaysia,physical,3 | 1,2,TRUE,incongruent,0.4677,-0.33003263009149586
560520040965,Malaysia,physical,6 | 7,1,TRUE,incongruent,0.4326,-0.3639134848969273
560520040965,Malaysia,physical,8 | 6,2,TRUE,incongruent,0.3882,-0.410944468947656
560520040965,Malaysia,physical,7 | 6,1,TRUE,congruent,0.4333,-0.3632113109656252
560520040965,Malaysia,physical,1 | 2,1,TRUE,incongruent,0.4333,-0.3632113109656252
560520040965,Malaysia,physical,7 | 2,5,TRUE,incongruent,0.4336,-0.3629107264696695
560520040965,Malaysia,physical,7 | 6,1,TRUE,incongruent,0.4041,-0.39351114955735195
560520040965,Malaysia,physical,9 | 4,5,TRUE,congruent,0.4351,-0.36141091670728304
560520040965,Malaysia,physical,6 | 7,1,TRUE,congruent,0.3993,-0.3987006898056625
560520040965,Malaysia,physical,8 | 9,1,TRUE,incongruent,0.4347,-0.361810359809163
560520040965,Malaysia,physical,7 | 2,5,TRUE,congruent,0.4331,-0.3634118162701577
560520040965,Malaysia,physical,1 | 6,5,TRUE,incongruent,0.5009,-0.30024896831048564
560520040965,Malaysia,physical,1 | 6,5,TRUE,congruent,0.4833,-0.3157832048611195
560520040965,Malaysia,physical,2 | 7,5,TRUE,congruent,0.4505,-0.3463052046849182
560520040965,Malaysia,physical,4 | 3,1,TRUE,congruent,0.4193,-0.3774751375964318
