participant,group,mean_rt__P_0,mean_rt__P_1,mean_rt__P_2,mean_rt__P_5,acc__P_0,acc__P_1,acc__P_2,acc__P_5,mean_rt__P_congruent,mean_rt__P_incongruent,mean_rt__P_neutral,acc__P_congruent,acc__P_incongruent,acc__P_neutral,mean_rt__M_1,mean_rt__M_2,mean_rt__M_5,acc__M_1,acc__M_2,acc__M_5,mean_rt__M_congruent,mean_rt__M_incongruent,mean_rt__M_neutral,acc__M_congruent,acc__M_incongruent,acc__M_neutral
19829,BAC,0.5224391304347826,0.5387466666666667,0.5480533333333334,0.53261875,95.83333333333334,93.75,93.75,100,0.5043041666666667,0.5782090909090909,0.5224391304347826,100,91.66666666666666,95.83333333333334,0.6233608695652174,0.58713,0.5586458333333333,95.83333333333334,83.33333333333334,100,0.5791652173913043,0.588425,0.5999208333333333,95.83333333333334,83.33333333333334,100
19833,ACB,0.6547565217391305,0.68223125,0.6342749999999999,0.64520625,95.83333333333334,100,100,100,0.5967375,0.7110708333333333,0.6547565217391305,100,100,95.83333333333334,0.7162913043478261,0.6911826086956522,0.6391625,95.83333333333334,95.83333333333334,100,0.6411521739130435,0.6818875,0.7217391304347827,95.83333333333334,100,95.83333333333334
19835,CAB,0.5749541666666667,0.63779375,0.6541,0.63415,100,100,100,100,0.6365666666666666,0.6474625,0.5749541666666667,100,100,100,0.8513681818181819,0.9352428571428572,0.8379833333333333,91.66666666666666,87.5,100,0.8053608695652174,0.8067619047619048,1.000717391304348,95.83333333333334,87.5,95.83333333333334
19844,CBA,0.4200083333333333,0.40658125,0.43385,0.4572,100,100,100,87.5,0.4253208333333333,0.4381818181818182,0.4200083333333333,100,91.66666666666666,100,0.5540416666666667,0.5999304347826087,0.502295652173913,100,95.83333333333334,95.83333333333334,0.6001666666666666,0.5653636363636364,0.491925,100,91.66666666666666,100
19854,CAB,0.48207083333333334,0.526875,0.4752875,0.49633125,100,100,100,100,0.49166666666666664,0.5073291666666667,0.48207083333333334,100,100,100,0.8376391304347826,0.7501636363636364,0.738504347826087,95.83333333333334,91.66666666666666,95.83333333333334,0.7185958333333333,0.83762,0.7815083333333334,100,83.33333333333334,100
19865,CAB,0.526725,0.522825,0.4738466666666667,0.50164375,100,100,93.75,100,0.4777541666666667,0.5231782608695652,0.526725,100,95.83333333333334,100,0.6395857142857143,0.6123916666666667,0.5727533333333333,58.333333333333336,50,62.5,0.5729916666666667,0.563,0.6612125,100,4.166666666666666,66.66666666666666
19873,BAC,0.588625,0.6119375,0.73425,0.595875,100,100,100,100,0.63375,0.6609583333333333,0.588625,100,100,100,0.8223333333333334,0.757125,0.7722916666666667,87.5,100,100,0.7547916666666666,0.8617142857142857,0.7401666666666666,100,87.5,100
19880,BCA,0.5311,0.572325,0.575775,0.53093125,100,100,100,100,0.5362708333333334,0.5830833333333333,0.5311,100,100,100,0.9136173913043478,0.812104347826087,0.8536782608695652,95.83333333333334,95.83333333333334,95.83333333333334,0.8557875,0.8786380952380952,0.8473291666666667,100,87.5,100
19882,ACB,0.47656666666666664,0.58956,0.5702142857142857,0.46859375,100,93.75,87.5,100,0.5167636363636363,0.5632652173913043,0.47656666666666664,91.66666666666666,95.83333333333334,100,0.6136590909090909,0.6518565217391304,0.5574083333333333,91.66666666666666,95.83333333333334,100,0.5343636363636364,0.6110173913043478,0.6692333333333333,91.66666666666666,95.83333333333334,100
19884,ABC,0.6244166666666667,0.6395714285714286,0.60575,0.5941333333333333,100,87.5,100,93.75,0.5286666666666666,0.7080952380952381,0.6244166666666667,100,87.5,100,0.6355833333333334,0.6663043478260869,0.6027916666666667,100,95.83333333333334,100,0.6264166666666666,0.6496086956521739,0.6279583333333333,100,95.83333333333334,100
19890,ACB,0.4565909090909091,0.4708125,0.4812142857142857,0.47015384615384614,91.66666666666666,100,87.5,81.25,0.43975,0.5172631578947369,0.4565909090909091,100,79.16666666666666,91.66666666666666,0.5268181818181819,0.509625,0.4535416666666667,91.66666666666666,100,100,0.4585416666666667,0.539,0.4893181818181818,100,100,91.66666666666666
19901,CBA,0.6034,0.5935625,0.60671875,0.636375,100,100,100,100,0.6122833333333333,0.6121541666666667,0.6034,100,100,100,0.7330130434782609,0.7124791666666667,0.6116333333333334,95.83333333333334,100,100,0.6789708333333333,0.700825,0.6749086956521739,100,100,95.83333333333334
19905,ABC,0.5287217391304347,0.56794375,0.5303625,0.5895312500000001,95.83333333333334,100,100,100,0.5546666666666666,0.5705583333333334,0.5287217391304347,100,100,95.83333333333334,0.7688166666666667,0.8268318181818182,0.7267416666666666,100,91.66666666666666,100,0.731725,0.8040363636363637,0.7847291666666667,100,91.66666666666666,100
19912,BAC,0.556525,0.5920375,0.531975,0.55524375,100,100,100,100,0.5113541666666667,0.60815,0.556525,100,100,100,0.5348125,0.5372041666666667,0.5234416666666667,100,100,100,0.5107291666666667,0.5624125,0.5223166666666667,100,100,100
19922,ACB,0.506375,0.5254,0.48593333333333333,0.4826875,100,93.75,93.75,100,0.482875,0.5138181818181818,0.506375,100,91.66666666666666,100,0.7599166666666667,0.6710869565217391,0.5826956521739131,100,95.83333333333334,95.83333333333334,0.6073478260869565,0.7221304347826087,0.687375,95.83333333333334,95.83333333333334,100
19924,BAC,0.5025458333333334,0.5742625,0.575325,0.64943125,100,100,100,100,0.5622166666666667,0.6371291666666666,0.5025458333333334,100,100,100,0.7000043478260869,0.6379695652173913,0.5687375,95.83333333333334,95.83333333333334,100,0.5682166666666667,0.7086590909090908,0.6331416666666667,100,91.66666666666666,100
19928,BCA,0.529875,0.5373125,0.52575,0.5085714285714286,100,100,100,87.5,0.49575,0.5559545454545455,0.529875,100,91.66666666666666,100,0.6781666666666667,0.6923478260869566,0.6876521739130435,100,95.83333333333334,95.83333333333334,0.6324583333333333,0.7063636363636363,0.7207083333333333,100,91.66666666666666,100
19938,CBA,0.5289608695652174,0.58866875,0.65855625,0.582525,95.83333333333334,100,100,100,0.5945916666666666,0.6252416666666667,0.5289608695652174,100,100,95.83333333333334,0.6939826086956522,0.774604347826087,0.6487875,95.83333333333334,95.83333333333334,100,0.6951791666666667,0.7180409090909091,0.7028,100,91.66666666666666,100
19945,ABC,0.61475,0.6554733333333334,0.64124375,0.6849,100,93.75,100,100,0.6340208333333334,0.6884304347826087,0.61475,100,95.83333333333334,100,0.7581521739130435,0.8488826086956522,0.8456434782608696,95.83333333333334,95.83333333333334,95.83333333333334,0.7457416666666666,0.7782476190476191,0.923775,100,87.5,100
19946,ABC,0.62495,0.616725,0.6696,0.66036,100,100,93.75,93.75,0.6115173913043478,0.6848739130434782,0.62495,95.83333333333334,95.83333333333334,100,0.7303363636363637,0.6229333333333333,0.6218416666666666,91.66666666666666,100,100,0.6128708333333334,0.6845318181818182,0.6738916666666667,100,91.66666666666666,100
19951,BCA,0.6330416666666666,0.61434375,0.8453133333333334,0.626475,100,100,93.75,100,0.6682086956521739,0.7151666666666666,0.6330416666666666,95.83333333333334,100,100,0.8512739130434782,0.7602375,0.671575,95.83333333333334,100,100,0.7581565217391304,0.7697916666666667,0.7512583333333334,95.83333333333334,100,100
19961,BCA,0.97005,0.85544,1.1510333333333334,0.8458,66.66666666666666,62.5,56.25,50,0.9788458333333333,0.7292666666666666,0.97005,100,12.5,66.66666666666666,0.7301739130434782,0.6967916666666667,0.6798304347826087,95.83333333333334,100,95.83333333333334,0.651704347826087,0.7214608695652174,0.7320958333333334,95.83333333333334,95.83333333333334,100
19966,CAB,0.7025708333333334,0.7038571428571428,0.72775,0.66856,100,87.5,100,93.75,0.6653875,0.7408142857142858,0.7025708333333334,100,87.5,100,0.6859565217391305,0.6982590909090909,0.6710458333333333,95.83333333333334,91.66666666666666,100,0.6803583333333333,0.7562826086956521,0.6145772727272727,100,95.83333333333334,91.66666666666666
19975,BCA,0.8931666666666667,0.7805,0.7443125,0.8968666666666667,100,100,100,93.75,0.7023478260869566,0.904,0.8931666666666667,95.83333333333334,100,100,0.9557826086956522,0.84075,0.8265833333333333,95.83333333333334,100,100,0.8360833333333333,0.9428260869565217,0.8436666666666667,100,95.83333333333334,100
19984,ACB,0.6948333333333333,0.844625,0.7306250000000001,0.788,100,100,100,100,0.747625,0.827875,0.6948333333333333,100,100,100,0.9109285714285714,0.9047000000000001,0.9778333333333333,58.333333333333336,41.66666666666667,50,0.810625,NA,1.17325,100,NA,50
19990,BCA,0.5075833333333333,0.5098666666666667,0.495625,0.5339375,100,93.75,100,100,0.5062173913043478,0.5199166666666667,0.5075833333333333,95.83333333333334,100,100,0.7132173913043478,0.7015652173913044,0.6371666666666667,95.83333333333334,95.83333333333334,100,0.6711666666666667,0.6864347826086956,0.6928695652173913,100,95.83333333333334,95.83333333333334
19992,ACB,0.6389458333333333,0.7173625,0.65348125,0.6584625,100,100,100,100,0.6116791666666667,0.7411916666666667,0.6389458333333333,100,100,100,0.8081636363636364,0.9900615384615384,0.9641642857142857,45.83333333333333,54.166666666666664,58.333333333333336,0.6328458333333333,NA,1.4336142857142857,100,NA,58.333333333333336
20012,CAB,0.5039958333333333,0.5196125,0.5506125,0.47879375,100,100,100,100,0.5080375,0.5246416666666667,0.5039958333333333,100,100,100,0.7134391304347826,0.67265,0.649525,95.83333333333334,100,100,0.6022875,0.7957434782608696,0.6410125,100,95.83333333333334,100
20024,ABC,0.5315708333333333,0.4984142857142857,0.6063533333333333,0.5402,100,87.5,93.75,93.75,0.48616086956521737,0.6187809523809524,0.5315708333333333,95.83333333333334,87.5,100,0.6524666666666666,0.5922142857142857,0.5541875,100,87.5,100,0.5670521739130435,0.6383863636363636,0.5962291666666667,95.83333333333334,91.66666666666666,100
20041,CAB,0.6168791666666666,0.6602125,0.6797,0.6290266666666666,100,100,100,93.75,0.5928958333333333,0.7236739130434783,0.6168791666666666,100,95.83333333333334,100,0.8601086956521738,0.783075,0.6853791666666667,95.83333333333334,100,100,0.7188333333333333,0.7842826086956521,0.8222875,100,95.83333333333334,100
20046,BCA,0.7674095238095238,0.6883,0.6772666666666667,0.6714111111111111,87.5,50,56.25,56.25,0.6795833333333333,0.66725,0.7674095238095238,100,8.333333333333332,87.5,0.6627875,0.679625,0.5982041666666666,100,100,100,0.6161958333333333,0.6515708333333333,0.6728500000000001,100,100,100
20055,CBA,0.6275208333333333,0.6620125,0.69158125,0.6843125,100,100,100,100,0.6291375,0.7294666666666667,0.6275208333333333,100,100,100,0.8958956521739131,0.8194666666666667,0.7437125,95.83333333333334,100,100,0.7275958333333333,0.8667521739130435,0.8635125,100,95.83333333333334,100
20067,BCA,0.5461291666666667,0.50888,0.54523125,0.5660066666666667,100,93.75,100,93.75,0.5161708333333334,0.5663136363636364,0.5461291666666667,100,91.66666666666666,100,0.6503583333333334,0.5885478260869565,0.5700583333333333,100,95.83333333333334,100,0.567225,0.6278652173913043,0.6155125,100,95.83333333333334,100
20073,ABC,0.5264166666666666,0.5320666666666667,0.5579375,0.5345,100,93.75,100,100,0.5089583333333333,0.5758695652173913,0.5264166666666666,100,95.83333333333334,100,0.7517916666666666,0.7822608695652175,0.6347916666666666,100,95.83333333333334,100,0.6667083333333333,0.7635652173913043,0.7377916666666666,100,95.83333333333334,100
20084,CBA,0.6795666666666667,0.7296125,0.7707999999999999,0.64795,100,100,100,100,0.6882791666666667,0.7439625,0.6795666666666667,100,100,100,0.8799714285714286,0.9928541666666667,0.8772291666666666,87.5,100,100,0.9138833333333333,1.0113652173913044,0.8257636363636364,100,95.83333333333334,91.66666666666666
20231,ABC,0.8692999999166667,0.6279750000000001,0.78209375,0.8132187500625,100,100,100,100,0.7213750000416667,0.7608166666666667,0.8692999999166667,100,100,100,0.9706374999166667,0.8317791665833334,0.745608333375,100,100,100,0.8235458332083333,0.8580041665833333,0.8664750000833333,100,100,100
