participant,group,mean_rt__P_0,mean_rt__P_1,mean_rt__P_2,mean_rt__P_5,acc__P_0,acc__P_1,acc__P_2,acc__P_5,mean_rt__P_congruent,mean_rt__P_incongruent,mean_rt__P_neutral,acc__P_congruent,acc__P_incongruent,acc__P_neutral,mean_rt__M_1,mean_rt__M_2,mean_rt__M_5,acc__M_1,acc__M_2,acc__M_5,mean_rt__M_congruent,mean_rt__M_incongruent,mean_rt__M_neutral,acc__M_congruent,acc__M_incongruent,acc__M_neutral
19206,BAC,0.6916478260869565,0.5977266666666666,0.58788125,0.6081624999999999,95.83333333333334,93.75,100,100,0.5838125,0.6126565217391304,0.6916478260869565,100,95.83333333333334,95.83333333333334,0.726104347826087,0.7150625,0.6680458333333333,95.83333333333334,100,100,0.6558695652173913,0.74335,0.7070666666666666,95.83333333333334,100,100
19210,ABC,0.5149916666666666,0.5206533333333333,0.53015625,0.5053133333333334,100,93.75,100,93.75,0.5121083333333334,0.5264272727272727,0.5149916666666666,100,91.66666666666666,100,0.6786086956521739,0.6305,0.5546608695652174,95.83333333333334,91.66666666666666,95.83333333333334,0.5584782608695652,0.6832857142857143,0.6267583333333333,95.83333333333334,87.5,100
19233,ACB,0.48195,0.48460625,0.47958125,0.5019375,100,100,100,100,0.49999583333333336,0.47742083333333335,0.48195,100,100,100,0.6839625,0.7042363636363637,0.6589217391304347,100,91.66666666666666,95.83333333333334,0.622775,0.6820136363636363,0.7440260869565217,100,91.66666666666666,95.83333333333334
19238,BCA,0.5873375,0.6589,0.6932625,0.62464,100,100,100,93.75,0.6164625,0.7047434782608696,0.5873375,100,95.83333333333334,100,1.3170166666666667,1.3779928571428572,1.2898749999999999,50,58.333333333333336,50,1.0020083333333334,NA,1.894742857142857,100,NA,58.333333333333336
19248,CAB,0.69655,0.6626875,0.6525125,0.62613125,100,100,100,100,0.6343541666666667,0.6598666666666667,0.69655,100,100,100,1.0124333333333333,1.0072125,0.8641391304347826,87.5,100,95.83333333333334,0.9141130434782608,1.0241952380952382,0.9490291666666667,95.83333333333334,87.5,100
19250,BCA,0.6160083333333333,0.65040625,0.72603125,0.7041937500000001,100,100,100,100,0.6365541666666666,0.7505333333333334,0.6160083333333333,100,100,100,0.8790125,0.9050772727272728,0.7597565217391304,100,91.66666666666666,95.83333333333334,0.812808695652174,0.8870521739130435,0.8428521739130435,95.83333333333334,95.83333333333334,95.83333333333334
19263,ACB,0.5344416666666667,0.5718375,0.57578125,0.55995625,100,100,100,100,0.5489875,0.5893958333333333,0.5344416666666667,100,100,100,0.8796181818181819,0.7407166666666667,0.8074695652173913,91.66666666666666,100,95.83333333333334,0.6408208333333333,0.87105,0.919904347826087,100,91.66666666666666,95.83333333333334
19268,BCA,0.6059166666666667,0.703,0.6154375,0.5625625,100,93.75,100,100,0.5753478260869566,0.6733333333333333,0.6059166666666667,95.83333333333334,100,100,0.7309166666666667,0.6719583333333333,0.6615416666666667,100,100,100,0.6635416666666667,0.7400416666666667,0.6608333333333334,100,100,100
19269,ACB,0.5592291666666667,0.62825625,0.569625,0.60546,100,100,100,93.75,0.5455791666666667,0.6588739130434782,0.5592291666666667,100,95.83333333333334,100,0.7079208333333333,0.7043583333333333,0.6554347826086957,100,100,95.83333333333334,0.65925,0.7421260869565217,0.66995,100,95.83333333333334,100
19273,BAC,0.4533217391304348,0.4523466666666667,0.5182125,0.4431866666666667,95.83333333333334,93.75,100,93.75,0.460025,0.48562727272727274,0.4533217391304348,100,91.66666666666666,95.83333333333334,0.6884045454545454,0.6624565217391304,0.6041260869565217,91.66666666666666,95.83333333333334,95.83333333333334,0.585175,0.723885,0.6564333333333333,100,83.33333333333334,100
19281,CAB,0.6,0.6721875,0.583875,0.666625,100,100,100,100,0.58675,0.6950416666666667,0.6,100,100,100,0.8742608695652174,0.8040416666666667,0.7786666666666666,95.83333333333334,100,100,0.7449166666666667,0.8715217391304347,0.8404166666666667,100,95.83333333333334,100
19294,CAB,0.6388260869565218,0.653,0.6869999999999999,0.7213125,95.83333333333334,100,100,100,0.60875,0.7654583333333334,0.6388260869565218,100,100,95.83333333333334,0.9870434782608696,0.866625,0.8429583333333334,95.83333333333334,100,100,0.8019999999999999,1.0922608695652174,0.80675,100,95.83333333333334,100
19298,CBA,0.7213583333333333,0.71954375,0.78448125,0.69679375,100,100,100,100,0.6442833333333333,0.8229291666666667,0.7213583333333333,100,100,100,0.7811692307692307,0.8989466666666667,0.8344933333333333,54.166666666666664,62.5,62.5,0.7238,0.4854,1.0166777777777778,100,4.166666666666666,75
19308,CBA,0.4689875,0.51150625,0.479425,0.5473466666666666,100,100,100,93.75,0.49903333333333333,0.5255782608695652,0.4689875,100,95.83333333333334,100,0.7304363636363637,0.6380652173913044,0.6083541666666666,91.66666666666666,95.83333333333334,100,0.5965208333333334,0.6792318181818182,0.6993913043478261,100,91.66666666666666,95.83333333333334
19310,ACB,0.5835217391304348,0.6310625,0.585875,0.6452666666666667,95.83333333333334,100,100,93.75,0.5745,0.6679130434782609,0.5835217391304348,100,95.83333333333334,95.83333333333334,0.8730869565217391,0.801304347826087,0.7253333333333334,95.83333333333334,95.83333333333334,100,0.7702083333333334,0.8653181818181818,0.7665416666666667,100,91.66666666666666,100
19326,ABC,0.5403958333333333,0.50046,0.58703125,0.56596875,100,93.75,100,100,0.5262583333333333,0.5793347826086956,0.5403958333333333,100,95.83333333333334,100,0.881595652173913,0.7421869565217392,0.7488652173913043,95.83333333333334,95.83333333333334,95.83333333333334,0.7077521739130435,0.91275,0.7588374999999999,95.83333333333334,91.66666666666666,100
19355,BCA,0.5257666666666667,0.48762666666666665,0.50706875,0.5477125,100,93.75,100,100,0.4980791666666667,0.5320434782608696,0.5257666666666667,100,95.83333333333334,100,0.7060304347826087,0.6778772727272727,0.6299416666666666,95.83333333333334,91.66666666666666,100,0.6600333333333334,0.7324863636363637,0.622395652173913,100,91.66666666666666,95.83333333333334
19363,ACB,0.5362956521739131,0.51644,0.54270625,0.5149875,95.83333333333334,93.75,100,100,0.5109347826086956,0.5382583333333333,0.5362956521739131,95.83333333333334,100,95.83333333333334,1.028318181818182,1.0095173913043478,0.8070333333333333,91.66666666666666,95.83333333333334,100,0.8985125,0.9849714285714286,0.95675,100,87.5,100
19374,BAC,0.53775,0.54223125,0.55711875,0.538175,100,100,100,100,0.5194041666666667,0.5722791666666667,0.53775,100,100,100,0.7142666666666667,0.6697208333333333,0.6404166666666666,100,100,100,0.6662375,0.6972125,0.6609541666666666,100,100,100
19377,ABC,0.5042217391304348,0.5380642857142857,0.50643125,0.5579933333333333,95.83333333333334,87.5,100,93.75,0.5251636363636364,0.5413956521739131,0.5042217391304348,91.66666666666666,95.83333333333334,95.83333333333334,0.6857285714285715,0.8106541666666667,0.7078083333333334,87.5,100,100,0.7199083333333334,0.8600857142857143,0.6459916666666666,100,87.5,100
19377,CBA,0.5185041666666667,0.54893125,0.5114062500000001,0.48616,100,100,100,93.75,0.4953916666666667,0.5377565217391305,0.5185041666666667,100,95.83333333333334,100,0.8388095238095238,0.7807681818181819,0.8264125,87.5,91.66666666666666,100,0.7646727272727273,0.8945952380952381,0.7923541666666667,91.66666666666666,87.5,100
19391,ABC,0.41801739130434784,0.43086,0.4573875,0.42933846153846156,95.83333333333334,93.75,100,81.25,0.4351833333333333,0.445905,0.41801739130434784,100,83.33333333333334,95.83333333333334,0.5984130434782609,0.5950285714285715,0.5435478260869565,95.83333333333334,87.5,95.83333333333334,0.5091416666666667,0.686905,0.5566608695652174,100,83.33333333333334,95.83333333333334
19423,ABC,0.5988916666666667,0.61595625,0.6091375,0.59029375,100,100,100,100,0.5677375,0.6425208333333333,0.5988916666666667,100,100,100,0.8877375,0.9078869565217391,0.8172041666666666,100,95.83333333333334,100,0.790575,0.9278130434782609,0.8952708333333333,100,95.83333333333334,100
19424,CBA,0.47380416666666664,0.476225,0.4651125,0.50835625,100,100,100,100,0.45061666666666667,0.5158458333333333,0.47380416666666664,100,100,100,0.6518739130434783,0.5822708333333333,0.5431416666666666,95.83333333333334,100,100,0.558475,0.6322521739130434,0.5857416666666667,100,95.83333333333334,100
19431,BCA,0.4925434782608696,0.67285,0.525375,0.5355714285714286,95.83333333333334,100,100,87.5,0.5160652173913044,0.6434826086956522,0.4925434782608696,95.83333333333334,95.83333333333334,95.83333333333334,0.6693347826086956,0.6676904761904762,0.5715916666666667,95.83333333333334,87.5,100,0.5854541666666667,0.6748809523809524,0.6483043478260869,100,87.5,95.83333333333334
19456,CBA,0.6057208333333334,0.63445,0.6468375,0.62796875,100,100,100,100,0.6294166666666667,0.6434208333333333,0.6057208333333334,100,100,100,0.8951705882352942,0.8396772727272728,0.93699375,70.83333333333334,91.66666666666666,66.66666666666666,0.7335625,0.9076384615384615,1.0709944444444444,100,54.166666666666664,75
19461,CBA,0.60720833333333335,0.5654375,0.6093125,0.6224000000000001,100,100,100,93.75,0.5859583333333334,0.6116956521739131,0.60720833333333335,100,95.83333333333334,100,0.8484090909090909,0.8339166666666666,0.7832083333333333,91.66666666666666,100,100,0.800304347826087,0.8699565217391304,0.7941666666666667,95.83333333333334,95.83333333333334,100
19475,CAB,0.5543208333333334,0.5858875,0.61158125,0.64541875,100,100,100,100,0.6164208333333333,0.6121708333333333,0.5543208333333334,100,100,100,0.649375,0.6315333333333333,0.5954333333333334,100,100,100,0.5801208333333333,0.6729166666666667,0.6233041666666667,100,100,100
19480,CAB,0.6871541666666667,0.80740625,0.7501375,0.65486,100,100,100,93.75,0.6676958333333334,0.8138652173913044,0.6871541666666667,100,95.83333333333334,100,1.2904375,1.0981291666666666,0.9500454545454545,100,100,91.66666666666666,1.166191304347826,1.101708695652174,1.0860375,95.83333333333334,95.83333333333334,100
19489,ACB,0.7176521739130435,0.745,0.806,0.6842857142857143,95.83333333333334,100,100,87.5,0.6741666666666667,0.828,0.7176521739130435,100,91.66666666666666,95.83333333333334,0.8810833333333333,0.7665217391304348,0.7235,100,95.83333333333334,100,0.725875,0.8148260869565217,0.8324166666666667,100,95.83333333333334,100
19492,ACB,0.5335541666666667,0.54873125,0.5445875,0.52104375,100,100,100,100,0.49593333333333334,0.5803083333333333,0.5335541666666667,100,100,100,0.6739130434782609,0.6315125,0.6053333333333334,95.83333333333334,100,100,0.6203875,0.6789565217391305,0.611625,100,95.83333333333334,100
19493,CBA,0.6209583333333334,0.6631333333333334,0.7041875,0.6708125,100,93.75,100,100,0.6287083333333333,0.7329565217391304,0.6209583333333334,100,95.83333333333334,100,0.7256190476190476,0.7968333333333333,0.633875,87.5,100,100,0.7185,0.732904761904762,0.7058333333333333,100,87.5,100
19503,BCA,0.6554916666666667,0.7568928571428571,0.82180625,0.8608125,100,87.5,100,100,0.6805666666666667,0.9629454545454545,0.6554916666666667,100,91.66666666666666,100,0.7603708333333333,0.6647826086956522,0.6116083333333333,100,95.83333333333334,100,0.6114583333333333,0.6661173913043478,0.7592416666666667,100,95.83333333333334,100
19506,BCA,0.6003875,0.59008125,0.52850625,0.5871,100,100,100,100,0.5656791666666666,0.5714458333333333,0.6003875,100,100,100,0.8313,0.7986375,0.7202208333333333,95.83333333333334,100,100,0.7446791666666667,0.8562826086956522,0.7502375,100,95.83333333333334,100
19521,BCA,0.5050652173913044,0.5469066666666667,0.52645625,0.52806875,95.83333333333334,93.75,100,100,0.4665125,0.6034652173913043,0.5050652173913044,100,95.83333333333334,95.83333333333334,0.6537499999999999,0.7185652173913043,0.6096391304347826,83.33333333333334,95.83333333333334,95.83333333333334,0.5753208333333333,0.7433526315789474,0.6822739130434783,100,79.16666666666666,95.83333333333334
19525,CAB,0.5715749999999999,0.6149249999999999,0.6147625,0.5681533333333333,100,100,100,93.75,0.5755083333333333,0.6254391304347826,0.5715749999999999,100,95.83333333333334,100,0.6133208333333333,0.61375,0.561425,100,100,100,0.5821083333333333,0.6197541666666667,0.5866333333333333,100,100,100
19533,CBA,0.7039909090909091,0.6280866666666667,0.7726375,0.69726875,91.66666666666666,93.75,100,100,0.7605999999999999,0.638495652173913,0.7039909090909091,100,95.83333333333334,91.66666666666666,0.6533076923076923,0.5722272727272727,0.7397,54.166666666666664,45.83333333333333,58.333333333333336,0.5763,1.2778,0.7718692307692308,100,4.166666666666666,54.166666666666664
