participant,group,veriStim_resp.rt,veriStim_resp.corr,mult_type,error_distance,interferenceScore,problemType,problemSize,interferenceLevel,mult_problem
19757,ABC,3.177,1,lure,8,19,tie,large-sized,high,8 × 8 = 56
19757,ABC,1.711,1,correct,0,10,non-tie,small-sized,high,4 × 3 = 12
19757,ABC,1.365,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
19757,ABC,1.679,1,lure,8,19,tie,large-sized,high,8 × 8 = 72
19757,ABC,2.414,0,correct,0,9,non-tie,large-sized,high,8 × 7 = 56
19757,ABC,2.397,1,correct,0,8,non-tie,small-sized,high,6 × 3 = 18
19757,ABC,2.346,1,lure,3,13,non-tie,small-sized,high,8 × 3 = 21
19757,ABC,1.378,1,correct,0,9,non-tie,large-sized,high,3 × 9 = 27
19757,ABC,1.131,1,lure,2,4,non-tie,small-sized,low,7 × 2 = 12
19757,ABC,2.545,1,lure,5,6,non-tie,large-sized,low,9 × 5 = 40
19757,ABC,3.156,1,lure,3,13,non-tie,small-sized,high,3 × 7 = 24
19757,ABC,1.053,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
19757,ABC,5.358,1,correct,0,9,non-tie,large-sized,high,7 × 8 = 56
19757,ABC,2.552,1,correct,0,6,non-tie,large-sized,low,6 × 5 = 30
19757,ABC,2.277,1,correct,0,13,non-tie,large-sized,high,6 × 9 = 54
19757,ABC,0.947,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
19757,ABC,4.858,1,lure,4,8,non-tie,small-sized,high,4 × 5 = 24
19757,ABC,1.844,1,correct,0,6,non-tie,large-sized,low,5 × 6 = 30
19757,ABC,2.563,1,lure,6,4,tie,large-sized,low,6 × 6 = 42
19757,ABC,1.132,1,correct,0,7,non-tie,small-sized,low,2 × 9 = 18
19757,ABC,3.399,1,correct,0,12,non-tie,small-sized,high,4 × 6 = 24
19757,ABC,2.15,1,lure,6,11,non-tie,large-sized,high,8 × 6 = 42
19757,ABC,4.379,1,lure,5,9,non-tie,large-sized,high,5 × 8 = 45
19757,ABC,2.027,1,lure,5,7,non-tie,large-sized,low,5 × 7 = 40
19757,ABC,4.445,1,correct,0,17,non-tie,large-sized,high,9 × 7 = 63
19757,ABC,1.131,1,correct,0,8,non-tie,small-sized,high,3 × 6 = 18
19757,ABC,1.445,1,lure,3,10,non-tie,small-sized,high,3 × 4 = 15
19757,ABC,2.411,1,lure,4,9,non-tie,large-sized,high,9 × 4 = 32
19757,ABC,1.204,1,correct,0,3,non-tie,small-sized,low,6 × 2 = 12
19757,ABC,1.458,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
19757,ABC,3.591,1,lure,9,9,non-tie,large-sized,high,4 × 9 = 27
19757,ABC,1.261,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
19757,ABC,1.077,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
19757,ABC,2.384,1,correct,0,0,non-tie,small-sized,low,5 × 2 = 10
19757,ABC,1.783,1,lure,2,7,non-tie,small-sized,low,9 × 2 = 16
19757,ABC,1.059,1,correct,0,13,non-tie,small-sized,high,3 × 7 = 21
19757,ABC,4.542,1,lure,4,12,non-tie,small-sized,high,4 × 6 = 28
19757,ABC,1.335,1,correct,0,7,non-tie,large-sized,low,5 × 7 = 35
19757,ABC,1.584,1,correct,0,7,non-tie,large-sized,low,7 × 5 = 35
19757,ABC,1.747,1,correct,0,4,non-tie,small-sized,low,2 × 7 = 14
19757,ABC,3.841,1,lure,6,11,non-tie,large-sized,high,6 × 8 = 54
19757,ABC,1.295,1,correct,0,0,non-tie,small-sized,low,2 × 3 = 6
19757,ABC,1.147,1,lure,3,2,non-tie,small-sized,low,3 × 5 = 18
19757,ABC,1.675,0,correct,0,0,non-tie,small-sized,low,2 × 3 = 6
19757,ABC,2.6,0,lure,9,9,non-tie,large-sized,high,4 × 9 = 27
19757,ABC,4.727,1,correct,0,8,non-tie,small-sized,high,5 × 4 = 20
19757,ABC,2.517,1,correct,0,19,non-tie,large-sized,high,9 × 8 = 72
19757,ABC,1.546,1,lure,2,0,non-tie,small-sized,low,2 × 3 = 8
19757,ABC,1.541,1,correct,0,10,non-tie,small-sized,high,4 × 3 = 12
19757,ABC,2.193,1,correct,0,17,non-tie,large-sized,high,4 × 7 = 28
19757,ABC,1.294,1,correct,0,13,non-tie,small-sized,high,7 × 3 = 21
19757,ABC,1.376,1,correct,0,0,non-tie,small-sized,low,2 × 5 = 10
19757,ABC,3.611,1,lure,3,13,non-tie,small-sized,high,3 × 7 = 24
19757,ABC,0.979,1,correct,0,8,non-tie,small-sized,high,6 × 3 = 18
19757,ABC,0.863,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
19757,ABC,2.296,1,lure,9,7,non-tie,small-sized,low,2 × 9 = 27
19757,ABC,4.279,1,lure,4,17,non-tie,large-sized,high,7 × 4 = 24
19757,ABC,2.166,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
19757,ABC,1.193,1,correct,0,13,non-tie,small-sized,high,3 × 7 = 21
19757,ABC,2.423,1,lure,5,9,non-tie,large-sized,high,5 × 8 = 45
19757,ABC,1.014,1,correct,0,6,non-tie,large-sized,low,5 × 9 = 45
19757,ABC,2.746,1,lure,2,1,non-tie,small-sized,low,2 × 4 = 10
19757,ABC,1.269,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
19757,ABC,1.312,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
19757,ABC,3.544,1,lure,6,22,non-tie,large-sized,high,6 × 7 = 48
19757,ABC,1.277,1,correct,0,3,non-tie,small-sized,low,2 × 6 = 12
19757,ABC,4.684,1,lure,4,25,non-tie,large-sized,high,4 × 8 = 36
19757,ABC,1.995,1,lure,9,19,non-tie,large-sized,high,8 × 9 = 63
19757,ABC,0.98,1,correct,0,4,non-tie,small-sized,low,7 × 2 = 14
19757,ABC,9.287,1,lure,6,11,non-tie,large-sized,high,6 × 8 = 54
19757,ABC,5.112,1,lure,5,6,non-tie,large-sized,low,5 × 6 = 35
19757,ABC,3.115,1,lure,6,11,non-tie,large-sized,high,8 × 6 = 42
19757,ABC,1.574,1,correct,0,12,non-tie,small-sized,high,6 × 4 = 24
19757,ABC,3.282,1,lure,6,4,tie,large-sized,low,6 × 6 = 42
19757,ABC,1.718,1,correct,0,8,non-tie,small-sized,high,4 × 5 = 20
19757,ABC,1.878,1,lure,4,8,non-tie,small-sized,high,5 × 4 = 16
19757,ABC,2.627,1,lure,7,9,non-tie,large-sized,high,8 × 7 = 49
19757,ABC,1.113,1,lure,2,0,tie,small-sized,low,2 × 2 = 2
19757,ABC,1.348,1,correct,0,6,non-tie,large-sized,low,5 × 6 = 30
19757,ABC,1.002,1,lure,3,8,non-tie,small-sized,high,6 × 3 = 15
19757,ABC,2.561,1,correct,0,25,non-tie,large-sized,high,8 × 4 = 32
19757,ABC,1.529,1,lure,4,5,tie,small-sized,low,4 × 4 = 20
19757,ABC,0.95,1,lure,2,4,non-tie,small-sized,low,2 × 7 = 16
19757,ABC,1.241,1,lure,3,2,non-tie,small-sized,low,3 × 5 = 18
19757,ABC,2.383,1,lure,2,1,non-tie,small-sized,low,4 × 2 = 6
19757,ABC,3.394,1,correct,0,7,non-tie,large-sized,low,5 × 7 = 35
19757,ABC,2.51,1,lure,5,6,non-tie,large-sized,low,9 × 5 = 40
19757,ABC,1.294,1,lure,5,0,non-tie,small-sized,low,5 × 2 = 15
19757,ABC,3.377,1,lure,7,17,non-tie,large-sized,high,9 × 7 = 56
19757,ABC,1.679,1,correct,0,19,non-tie,large-sized,high,8 × 9 = 72
19757,ABC,2.744,1,correct,0,13,non-tie,small-sized,high,8 × 3 = 24
19757,ABC,1.06,1,lure,3,8,non-tie,small-sized,high,3 × 6 = 21
19757,ABC,2.944,1,correct,0,9,non-tie,large-sized,high,9 × 4 = 36
19757,ABC,4.132,1,lure,5,9,non-tie,large-sized,high,8 × 5 = 35
19757,ABC,3.06,1,lure,8,19,non-tie,large-sized,high,9 × 8 = 64
19757,ABC,2.881,1,lure,9,17,non-tie,large-sized,high,7 × 9 = 54
19757,ABC,1.283,1,lure,9,6,tie,large-sized,low,9 × 9 = 72
19757,ABC,4.641,1,lure,4,25,non-tie,large-sized,high,8 × 4 = 28
19757,ABC,2.628,1,lure,6,13,non-tie,large-sized,high,9 × 6 = 48
19757,ABC,2.61,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
19757,ABC,0.87,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
19757,ABC,1.445,1,lure,4,10,non-tie,small-sized,high,4 × 3 = 16
19757,ABC,1.011,1,correct,0,2,non-tie,small-sized,low,5 × 3 = 15
19757,ABC,1.033,1,correct,0,7,non-tie,small-sized,low,2 × 9 = 18
19757,ABC,0.879,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
19757,ABC,2.833,1,lure,4,12,non-tie,small-sized,high,4 × 6 = 28
19757,ABC,2.248,1,correct,0,9,non-tie,large-sized,high,4 × 9 = 36
19757,ABC,1.109,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
19757,ABC,2.145,1,lure,8,19,tie,large-sized,high,8 × 8 = 72
19757,ABC,1.944,1,lure,5,7,non-tie,large-sized,low,5 × 7 = 40
19757,ABC,5.077,1,lure,7,7,tie,large-sized,low,7 × 7 = 42
19757,ABC,2.444,1,lure,7,9,non-tie,large-sized,high,7 × 8 = 63
19757,ABC,1.131,1,correct,0,1,non-tie,small-sized,low,4 × 2 = 8
19757,ABC,1.747,1,correct,0,17,non-tie,large-sized,high,7 × 9 = 63
19757,ABC,1.715,1,correct,0,9,non-tie,large-sized,high,7 × 8 = 56
19757,ABC,3.539,0,correct,0,12,non-tie,small-sized,high,4 × 6 = 24
19757,ABC,5.689,1,lure,2,0,non-tie,small-sized,low,2 × 5 = 12
19757,ABC,1.263,1,correct,0,7,non-tie,small-sized,low,2 × 8 = 16
19757,ABC,1.235,1,lure,3,10,non-tie,small-sized,high,3 × 4 = 15
19757,ABC,0.98,1,correct,0,7,non-tie,small-sized,low,9 × 2 = 18
19757,ABC,1.463,1,lure,2,7,non-tie,small-sized,low,9 × 2 = 16
19757,ABC,1.512,1,lure,2,3,non-tie,small-sized,low,2 × 6 = 14
19757,ABC,0.862,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
19757,ABC,1.48,1,correct,0,7,non-tie,large-sized,low,7 × 5 = 35
19757,ABC,1.241,1,lure,2,0,tie,small-sized,low,2 × 2 = 6
19757,ABC,1.662,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
19757,ABC,1.022,0,lure,8,19,tie,large-sized,high,8 × 8 = 56
19757,ABC,3.212,1,lure,9,9,non-tie,large-sized,high,3 × 9 = 18
19757,ABC,1.263,1,correct,0,7,non-tie,small-sized,low,8 × 2 = 16
19757,ABC,1.599,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
19757,ABC,1.731,1,lure,7,7,tie,large-sized,low,7 × 7 = 56
19757,ABC,2.541,1,lure,4,12,non-tie,small-sized,high,6 × 4 = 20
19757,ABC,1.697,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
19757,ABC,1.995,1,correct,0,4,non-tie,small-sized,low,2 × 7 = 14
19757,ABC,1.335,1,lure,5,7,non-tie,large-sized,low,7 × 5 = 30
19757,ABC,1.317,1,correct,0,9,non-tie,large-sized,high,8 × 5 = 40
19757,ABC,1.063,1,lure,5,3,tie,small-sized,low,5 × 5 = 20
19757,ABC,1.082,1,lure,5,3,tie,small-sized,low,5 × 5 = 30
19757,ABC,3.079,1,lure,4,17,non-tie,large-sized,high,4 × 7 = 32
19757,ABC,2.594,1,correct,0,22,non-tie,large-sized,high,6 × 7 = 42
19757,ABC,2.56,1,correct,0,11,non-tie,large-sized,high,6 × 8 = 48
19757,ABC,1.778,1,correct,0,13,non-tie,small-sized,high,3 × 8 = 24
19757,ABC,1.428,1,lure,3,13,non-tie,small-sized,high,3 × 8 = 27
19757,ABC,3.026,1,correct,0,17,non-tie,large-sized,high,7 × 4 = 28
19757,ABC,1.033,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
19757,ABC,1.064,1,lure,3,2,non-tie,small-sized,low,5 × 3 = 12
19757,ABC,1.364,1,lure,2,0,non-tie,small-sized,low,3 × 2 = 4
19757,ABC,2.29,1,lure,4,8,non-tie,small-sized,high,4 × 5 = 24
19757,ABC,1.196,1,correct,0,9,non-tie,large-sized,high,9 × 3 = 27
19757,ABC,3.473,1,lure,9,13,non-tie,large-sized,high,6 × 9 = 45
19757,ABC,1.216,1,lure,2,4,non-tie,small-sized,low,7 × 2 = 12
19757,ABC,1.029,1,lure,2,3,non-tie,small-sized,low,6 × 2 = 10
19757,ABC,0.981,1,lure,3,0,tie,small-sized,low,3 × 3 = 12
19757,ABC,0.995,1,lure,2,7,non-tie,small-sized,low,2 × 8 = 18
19757,ABC,4.309,1,lure,4,9,non-tie,large-sized,high,9 × 4 = 32
19757,ABC,2.378,1,correct,0,13,non-tie,large-sized,high,6 × 9 = 54
19757,ABC,2.385,1,correct,0,13,non-tie,large-sized,high,9 × 6 = 54
19757,ABC,7.358,1,correct,0,9,non-tie,large-sized,high,8 × 7 = 56
19757,ABC,1.275,1,lure,3,13,non-tie,small-sized,high,7 × 3 = 18
19757,ABC,1.796,1,correct,0,22,non-tie,large-sized,high,7 × 6 = 42
19757,ABC,0.981,1,lure,3,0,tie,small-sized,low,3 × 3 = 6
19757,ABC,3.593,1,correct,0,6,non-tie,large-sized,low,9 × 5 = 45
19757,ABC,1.046,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
19757,ABC,1.644,1,correct,0,9,non-tie,large-sized,high,5 × 8 = 40
19757,ABC,1.896,1,correct,0,0,non-tie,small-sized,low,3 × 2 = 6
19757,ABC,1.358,1,correct,0,9,non-tie,large-sized,high,3 × 9 = 27
19757,ABC,3.252,1,lure,6,22,non-tie,large-sized,high,7 × 6 = 36
19757,ABC,2.001,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
19757,ABC,1.246,1,correct,0,10,non-tie,small-sized,high,3 × 4 = 12
19757,ABC,1.296,1,lure,6,4,tie,large-sized,low,6 × 6 = 30
19757,ABC,1.208,1,correct,0,2,non-tie,small-sized,low,3 × 5 = 15
19757,ABC,1.148,1,lure,9,6,tie,large-sized,low,9 × 9 = 90
19757,ABC,1.847,1,lure,4,5,tie,small-sized,low,4 × 4 = 12
19757,ABC,1.509,1,lure,3,9,non-tie,large-sized,high,9 × 3 = 24
19757,ABC,1.079,1,correct,0,0,non-tie,small-sized,low,5 × 2 = 10
19757,ABC,2.013,1,correct,0,3,non-tie,small-sized,low,6 × 2 = 12
19757,ABC,2.326,1,lure,9,6,non-tie,large-sized,low,5 × 9 = 36
19757,ABC,4.421,1,correct,0,25,non-tie,large-sized,high,4 × 8 = 32
19757,ABC,1.098,1,correct,0,1,non-tie,small-sized,low,2 × 4 = 8
19757,ABC,1.66,1,lure,3,13,non-tie,small-sized,high,8 × 3 = 21
19757,ABC,1.277,1,correct,0,6,non-tie,large-sized,low,6 × 5 = 30
19757,ABC,0.903,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
19757,ABC,2.068,0,lure,5,6,non-tie,large-sized,low,6 × 5 = 25
19757,ABC,3.159,1,correct,0,11,non-tie,large-sized,high,8 × 6 = 48
19757,ABC,1.596,1,lure,2,7,non-tie,small-sized,low,8 × 2 = 14
19757,ABC,3.578,1,correct,0,17,non-tie,large-sized,high,9 × 7 = 63
19757,ABC,1.843,1,correct,0,8,non-tie,small-sized,high,3 × 6 = 18
19760,CBA,1.2694,1,lure,9,6,tie,large-sized,low,9 × 9 = 90
19760,CBA,0.918,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
19760,CBA,1.1122,1,lure,5,3,tie,small-sized,low,5 × 5 = 20
19760,CBA,1.0725,1,correct,0,19,non-tie,large-sized,high,9 × 8 = 72
19760,CBA,0.98,0,lure,4,9,non-tie,large-sized,high,9 × 4 = 32
19760,CBA,0.873,1,correct,0,11,non-tie,large-sized,high,6 × 8 = 48
19760,CBA,1.0033,1,correct,0,0,non-tie,small-sized,low,2 × 5 = 10
19760,CBA,0.7005,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
19760,CBA,1.1768,1,correct,0,25,non-tie,large-sized,high,4 × 8 = 32
19760,CBA,1.4491,1,lure,9,6,non-tie,large-sized,low,5 × 9 = 36
19760,CBA,1.2343,1,lure,7,9,non-tie,large-sized,high,8 × 7 = 49
19760,CBA,1.5466,1,lure,3,8,non-tie,small-sized,high,6 × 3 = 15
19760,CBA,0.8647,1,lure,2,4,non-tie,small-sized,low,2 × 7 = 16
19760,CBA,0.8521,1,correct,0,13,non-tie,small-sized,high,8 × 3 = 24
19760,CBA,0.9487,0,lure,6,22,non-tie,large-sized,high,6 × 7 = 48
19760,CBA,1.9461,0,lure,4,17,non-tie,large-sized,high,7 × 4 = 24
19760,CBA,1.4245,1,correct,0,3,non-tie,small-sized,low,2 × 6 = 12
19760,CBA,0.8535,1,lure,4,5,tie,small-sized,low,4 × 4 = 12
19760,CBA,3.8237,1,lure,5,6,non-tie,large-sized,low,9 × 5 = 40
19760,CBA,1.0682,1,lure,2,7,non-tie,small-sized,low,9 × 2 = 16
19760,CBA,1.1243,1,lure,2,7,non-tie,small-sized,low,2 × 8 = 18
19760,CBA,1.5631,1,lure,4,8,non-tie,small-sized,high,5 × 4 = 16
19760,CBA,1.1547,1,lure,2,1,non-tie,small-sized,low,2 × 4 = 10
19760,CBA,1.1471,1,lure,9,9,non-tie,large-sized,high,4 × 9 = 27
19760,CBA,1.0879,1,correct,0,1,non-tie,small-sized,low,2 × 4 = 8
19760,CBA,2.361,1,correct,0,17,non-tie,large-sized,high,4 × 7 = 28
19760,CBA,1.6195,1,correct,0,13,non-tie,large-sized,high,9 × 6 = 54
19760,CBA,3.7189,0,lure,2,3,non-tie,small-sized,low,6 × 2 = 10
19760,CBA,0.8967,1,correct,0,2,non-tie,small-sized,low,5 × 3 = 15
19760,CBA,0.8313,1,lure,3,0,tie,small-sized,low,3 × 3 = 12
19760,CBA,1.6763,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
19760,CBA,0.7369,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
19760,CBA,1.73,1,lure,3,10,non-tie,small-sized,high,3 × 4 = 15
19760,CBA,1.0222,1,correct,0,7,non-tie,large-sized,low,7 × 5 = 35
19760,CBA,1.5875,1,lure,2,7,non-tie,small-sized,low,8 × 2 = 14
19760,CBA,1.5021,1,lure,9,13,non-tie,large-sized,high,6 × 9 = 45
19760,CBA,1.7208,1,lure,2,0,tie,small-sized,low,2 × 2 = 6
19760,CBA,1.489,1,lure,5,7,non-tie,large-sized,low,7 × 5 = 30
19760,CBA,2.4565,0,lure,4,25,non-tie,large-sized,high,4 × 8 = 36
19760,CBA,3.011,1,lure,9,19,non-tie,large-sized,high,8 × 9 = 63
19760,CBA,2.3706,1,correct,0,10,non-tie,small-sized,high,4 × 3 = 12
19760,CBA,0.9517,1,lure,3,2,non-tie,small-sized,low,5 × 3 = 12
19760,CBA,1.1153,0,correct,0,12,non-tie,small-sized,high,4 × 6 = 24
19760,CBA,1.7483,1,correct,0,8,non-tie,small-sized,high,6 × 3 = 18
19760,CBA,1.4322,0,correct,0,13,non-tie,small-sized,high,3 × 8 = 24
19760,CBA,2.7581,0,lure,9,17,non-tie,large-sized,high,7 × 9 = 54
19760,CBA,1.518,1,correct,0,9,non-tie,large-sized,high,3 × 9 = 27
19760,CBA,0.7494,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
19760,CBA,0.6956,1,correct,0,0,non-tie,small-sized,low,5 × 2 = 10
19760,CBA,0.6523,0,lure,8,19,tie,large-sized,high,8 × 8 = 56
19760,CBA,0.9495,1,lure,5,6,non-tie,large-sized,low,5 × 6 = 35
19760,CBA,1.144,1,correct,0,13,non-tie,small-sized,high,3 × 7 = 21
19760,CBA,1.73,1,correct,0,22,non-tie,large-sized,high,6 × 7 = 42
19760,CBA,1.433,1,correct,0,6,non-tie,large-sized,low,9 × 5 = 45
19760,CBA,0.9739,1,lure,2,0,tie,small-sized,low,2 × 2 = 2
19760,CBA,1.089,1,lure,2,4,non-tie,small-sized,low,7 × 2 = 12
19760,CBA,0.9083,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
19760,CBA,0.9965,1,correct,0,17,non-tie,large-sized,high,7 × 4 = 28
19760,CBA,0.6145,1,correct,0,8,non-tie,small-sized,high,4 × 5 = 20
19760,CBA,0.7166,1,correct,0,7,non-tie,small-sized,low,8 × 2 = 16
19760,CBA,1.1422,1,lure,2,0,non-tie,small-sized,low,2 × 3 = 8
19760,CBA,7.1125,1,lure,7,17,non-tie,large-sized,high,9 × 7 = 56
19760,CBA,0.9103,1,lure,3,0,tie,small-sized,low,3 × 3 = 6
19760,CBA,1.2063,1,correct,0,7,non-tie,small-sized,low,9 × 2 = 18
19760,CBA,1.3766,1,lure,2,0,non-tie,small-sized,low,3 × 2 = 4
19760,CBA,1.072,1,correct,0,9,non-tie,large-sized,high,8 × 5 = 40
19760,CBA,2.103,1,lure,7,9,non-tie,large-sized,high,7 × 8 = 63
19760,CBA,2.1297,1,lure,6,11,non-tie,large-sized,high,6 × 8 = 54
19760,CBA,0.8835,1,correct,0,8,non-tie,small-sized,high,5 × 4 = 20
19760,CBA,0.8098,1,correct,0,9,non-tie,large-sized,high,7 × 8 = 56
19760,CBA,1.0322,1,correct,0,1,non-tie,small-sized,low,4 × 2 = 8
19760,CBA,1.1083,1,lure,2,1,non-tie,small-sized,low,4 × 2 = 6
19760,CBA,1.4402,1,lure,9,9,non-tie,large-sized,high,3 × 9 = 18
19760,CBA,1.1223,0,correct,0,19,non-tie,large-sized,high,8 × 9 = 72
19760,CBA,4.1521,1,correct,0,9,non-tie,large-sized,high,5 × 8 = 40
19760,CBA,4.9831,1,correct,0,22,non-tie,large-sized,high,7 × 6 = 42
19760,CBA,0.8097,1,lure,3,2,non-tie,small-sized,low,3 × 5 = 18
19760,CBA,1.2129,1,lure,3,13,non-tie,small-sized,high,8 × 3 = 21
19760,CBA,0.6704,0,correct,0,9,non-tie,large-sized,high,9 × 4 = 36
19760,CBA,0.8783,1,correct,0,10,non-tie,small-sized,high,3 × 4 = 12
19760,CBA,1.5975,1,lure,9,7,non-tie,small-sized,low,2 × 9 = 27
19760,CBA,0.8117,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
19760,CBA,0.8424,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
19760,CBA,0.5879,1,correct,0,2,non-tie,small-sized,low,3 × 5 = 15
19760,CBA,0.9893,1,lure,5,0,non-tie,small-sized,low,5 × 2 = 15
19760,CBA,1.2375,1,correct,0,4,non-tie,small-sized,low,7 × 2 = 14
19760,CBA,0.7739,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
19760,CBA,0.7419,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
19760,CBA,0.8803,0,lure,9,6,tie,large-sized,low,9 × 9 = 72
19760,CBA,1.2205,1,correct,0,12,non-tie,small-sized,high,6 × 4 = 24
19760,CBA,1.6038,1,correct,0,6,non-tie,large-sized,low,5 × 9 = 45
19760,CBA,1.1561,1,lure,7,7,tie,large-sized,low,7 × 7 = 42
19760,CBA,2.0736,1,lure,3,8,non-tie,small-sized,high,3 × 6 = 21
19760,CBA,0.8467,1,correct,0,13,non-tie,small-sized,high,7 × 3 = 21
19760,CBA,1.2866,0,lure,6,22,non-tie,large-sized,high,7 × 6 = 36
19760,CBA,1.4544,1,lure,6,4,tie,large-sized,low,6 × 6 = 30
19760,CBA,1.0366,1,lure,8,19,non-tie,large-sized,high,9 × 8 = 64
19760,CBA,1.0853,1,lure,4,12,non-tie,small-sized,high,6 × 4 = 20
19760,CBA,1.456,1,lure,2,3,non-tie,small-sized,low,2 × 6 = 14
19760,CBA,1.6756,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
19760,CBA,1.3901,1,correct,0,9,non-tie,large-sized,high,9 × 3 = 27
19760,CBA,3.6158,1,correct,0,6,non-tie,large-sized,low,6 × 5 = 30
19760,CBA,0.7724,0,lure,4,8,non-tie,small-sized,high,4 × 5 = 24
19760,CBA,0.8468,1,correct,0,9,non-tie,large-sized,high,4 × 9 = 36
19760,CBA,0.7503,0,lure,4,12,non-tie,small-sized,high,4 × 6 = 28
19760,CBA,1.0738,1,correct,0,7,non-tie,small-sized,low,2 × 9 = 18
19760,CBA,1.4034,0,lure,6,4,tie,large-sized,low,6 × 6 = 42
19760,CBA,1.0018,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
19760,CBA,1.0121,1,correct,0,9,non-tie,large-sized,high,8 × 7 = 56
19760,CBA,0.8983,1,correct,0,0,non-tie,small-sized,low,2 × 3 = 6
19760,CBA,1.6739,1,lure,4,25,non-tie,large-sized,high,8 × 4 = 28
19760,CBA,1.7084,0,lure,5,3,tie,small-sized,low,5 × 5 = 30
19760,CBA,0.7236,1,correct,0,7,non-tie,small-sized,low,2 × 8 = 16
19760,CBA,1.1733,1,correct,0,25,non-tie,large-sized,high,8 × 4 = 32
19760,CBA,0.5541,1,correct,0,0,non-tie,small-sized,low,3 × 2 = 6
19760,CBA,0.4038,1,correct,0,17,non-tie,large-sized,high,7 × 9 = 63
19760,CBA,1.0174,1,lure,2,0,non-tie,small-sized,low,2 × 5 = 12
19760,CBA,1.0403,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
19760,CBA,0.7827,1,correct,0,4,non-tie,small-sized,low,2 × 7 = 14
19760,CBA,0.8627,0,lure,3,9,non-tie,large-sized,high,9 × 3 = 24
19760,CBA,1.1637,1,lure,3,13,non-tie,small-sized,high,7 × 3 = 18
19760,CBA,1.1295,1,lure,3,13,non-tie,small-sized,high,3 × 7 = 24
19760,CBA,1.2625,1,correct,0,11,non-tie,large-sized,high,8 × 6 = 48
19760,CBA,2.4454,0,lure,8,19,tie,large-sized,high,8 × 8 = 72
19760,CBA,4.5399,1,correct,0,6,non-tie,large-sized,low,5 × 6 = 30
19760,CBA,1.2185,1,lure,7,7,tie,large-sized,low,7 × 7 = 56
19760,CBA,2.8425,0,correct,0,0,tie,small-sized,low,3 × 3 = 9
19760,CBA,4.4062,1,correct,0,17,non-tie,large-sized,high,9 × 7 = 63
19760,CBA,0.7045,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
19760,CBA,0.9644,0,lure,4,10,non-tie,small-sized,high,4 × 3 = 16
19760,CBA,0.7075,1,correct,0,3,non-tie,small-sized,low,6 × 2 = 12
19760,CBA,1.2169,1,lure,5,7,non-tie,large-sized,low,5 × 7 = 40
19760,CBA,4.0861,1,lure,6,13,non-tie,large-sized,high,9 × 6 = 48
19760,CBA,1.2003,1,lure,4,5,tie,small-sized,low,4 × 4 = 20
19760,CBA,1.1712,0,lure,5,9,non-tie,large-sized,high,8 × 5 = 35
19760,CBA,1.4083,0,lure,5,9,non-tie,large-sized,high,5 × 8 = 45
19760,CBA,3.1515,1,correct,0,8,non-tie,small-sized,high,3 × 6 = 18
19760,CBA,0.4581,0,lure,6,11,non-tie,large-sized,high,8 × 6 = 42
19760,CBA,3.5544,1,correct,0,13,non-tie,large-sized,high,6 × 9 = 54
19760,CBA,1.2148,1,correct,0,7,non-tie,large-sized,low,5 × 7 = 35
19760,CBA,0.6005,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
19760,CBA,0.7556,0,lure,3,13,non-tie,small-sized,high,3 × 8 = 27
19760,CBA,1.5337,0,lure,4,17,non-tie,large-sized,high,4 × 7 = 32
19760,CBA,2.0673,1,lure,5,6,non-tie,large-sized,low,6 × 5 = 25
19760,CBA,1.7904,1,correct,0,0,non-tie,small-sized,low,2 × 3 = 6
