participant,group,veriStim_resp.rt,veriStim_resp.corr,mult_type,error_distance,interferenceScore,problemType,problemSize,interferenceLevel,mult_problem
18510,BAC,2.4391,1,lure,3,13,non-tie,small-sized,high,7 × 3 = 18
18510,BAC,1.0723,1,lure,6,4,tie,large-sized,low,6 × 6 = 42
18510,BAC,1.614,1,lure,4,9,non-tie,large-sized,high,9 × 4 = 32
18510,BAC,1.1194,1,lure,6,22,non-tie,large-sized,high,7 × 6 = 36
18510,BAC,0.7484,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
18510,BAC,1.3352,0,correct,0,9,non-tie,large-sized,high,4 × 9 = 36
18510,BAC,1.6033,0,lure,7,17,non-tie,large-sized,high,9 × 7 = 56
18510,BAC,1.0694,0,lure,2,4,non-tie,small-sized,low,2 × 7 = 16
18510,BAC,0.5494,0,correct,0,4,tie,large-sized,low,6 × 6 = 36
18510,BAC,1.3666,1,lure,5,9,non-tie,large-sized,high,5 × 8 = 45
18510,BAC,0.9553,1,correct,0,12,non-tie,small-sized,high,6 × 4 = 24
18510,BAC,1.3643,1,correct,0,6,non-tie,large-sized,low,5 × 9 = 45
18510,BAC,0.9325,0,lure,4,10,non-tie,small-sized,high,4 × 3 = 16
18510,BAC,1.7692,1,lure,3,9,non-tie,large-sized,high,9 × 3 = 24
18510,BAC,2.1358,0,lure,8,19,non-tie,large-sized,high,9 × 8 = 64
18510,BAC,1.5684,1,correct,0,8,non-tie,small-sized,high,4 × 5 = 20
18510,BAC,1.1698,0,lure,3,2,non-tie,small-sized,low,3 × 5 = 18
18510,BAC,1.2884,0,correct,0,22,non-tie,large-sized,high,7 × 6 = 42
18510,BAC,0.8217,0,lure,4,8,non-tie,small-sized,high,5 × 4 = 16
18510,BAC,1.392,1,lure,2,4,non-tie,small-sized,low,7 × 2 = 12
18510,BAC,1.0324,1,correct,0,1,non-tie,small-sized,low,4 × 2 = 8
18510,BAC,0.8802,1,lure,4,17,non-tie,large-sized,high,4 × 7 = 32
18510,BAC,1.0391,0,lure,4,12,non-tie,small-sized,high,6 × 4 = 20
18510,BAC,1.0654,0,lure,3,10,non-tie,small-sized,high,3 × 4 = 15
18510,BAC,1.4499,0,correct,0,13,non-tie,small-sized,high,3 × 7 = 21
18510,BAC,2.5967,1,lure,2,7,non-tie,small-sized,low,9 × 2 = 16
18510,BAC,2.4887,0,lure,9,7,non-tie,small-sized,low,2 × 9 = 27
18510,BAC,0.9326,1,correct,0,7,non-tie,small-sized,low,9 × 2 = 18
18510,BAC,0.6896,1,lure,9,6,tie,large-sized,low,9 × 9 = 72
18510,BAC,0.63,0,lure,9,17,non-tie,large-sized,high,7 × 9 = 54
18510,BAC,0.6309,0,correct,0,6,non-tie,large-sized,low,9 × 5 = 45
18510,BAC,0.9819,0,lure,4,25,non-tie,large-sized,high,4 × 8 = 36
18510,BAC,0.5502,1,lure,8,19,tie,large-sized,high,8 × 8 = 72
18510,BAC,2.1181,1,lure,2,0,non-tie,small-sized,low,2 × 5 = 12
18510,BAC,0.5822,1,lure,3,2,non-tie,small-sized,low,5 × 3 = 12
18510,BAC,1.2021,1,correct,0,0,non-tie,small-sized,low,2 × 5 = 10
18510,BAC,0.636,0,correct,0,8,non-tie,small-sized,high,6 × 3 = 18
18510,BAC,0.5701,1,correct,0,7,non-tie,large-sized,low,5 × 7 = 35
18510,BAC,3.0475,1,correct,0,7,non-tie,small-sized,low,2 × 8 = 16
18510,BAC,0.5159,1,lure,6,13,non-tie,large-sized,high,9 × 6 = 48
18510,BAC,0.7136,0,lure,2,7,non-tie,small-sized,low,2 × 8 = 18
18510,BAC,0.6831,1,lure,6,11,non-tie,large-sized,high,6 × 8 = 54
18510,BAC,1.1821,1,correct,0,17,non-tie,large-sized,high,9 × 7 = 63
18510,BAC,1.1975,0,correct,0,9,non-tie,large-sized,high,5 × 8 = 40
18510,BAC,0.8725,1,correct,0,10,non-tie,small-sized,high,3 × 4 = 12
18510,BAC,0.7488,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
18510,BAC,0.8023,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
18510,BAC,0.8554,1,correct,0,25,non-tie,large-sized,high,8 × 4 = 32
18510,BAC,1.6828,1,lure,4,5,tie,small-sized,low,4 × 4 = 12
18510,BAC,0.5393,0,lure,4,17,non-tie,large-sized,high,7 × 4 = 24
18510,BAC,0.0139,1,lure,3,8,non-tie,small-sized,high,3 × 6 = 21
18510,BAC,0.5711,1,correct,0,13,non-tie,small-sized,high,7 × 3 = 21
18510,BAC,0.3398,0,correct,0,3,tie,small-sized,low,5 × 5 = 25
18510,BAC,0.1971,0,lure,2,0,tie,small-sized,low,2 × 2 = 2
18510,BAC,0.2288,0,correct,0,9,non-tie,large-sized,high,8 × 7 = 56
18510,BAC,0.2481,0,lure,9,6,non-tie,large-sized,low,5 × 9 = 36
18510,BAC,0.25,1,lure,5,9,non-tie,large-sized,high,8 × 5 = 35
18510,BAC,0.1643,0,correct,0,0,non-tie,small-sized,low,5 × 2 = 10
18510,BAC,0.2136,1,correct,0,12,non-tie,small-sized,high,4 × 6 = 24
18510,BAC,0.298,0,lure,5,6,non-tie,large-sized,low,5 × 6 = 35
18510,BAC,0.3745,0,correct,0,17,non-tie,large-sized,high,7 × 9 = 63
18510,BAC,0.0824,1,correct,0,13,non-tie,small-sized,high,3 × 8 = 24
18510,BAC,0.2908,1,correct,0,11,non-tie,large-sized,high,6 × 8 = 48
18510,BAC,0.1329,1,lure,2,0,non-tie,small-sized,low,3 × 2 = 4
18510,BAC,1.5664,0,correct,0,8,non-tie,small-sized,high,3 × 6 = 18
18510,BAC,0.1694,0,lure,2,1,non-tie,small-sized,low,4 × 2 = 6
18510,BAC,0.4232,0,correct,0,7,non-tie,large-sized,low,7 × 5 = 35
18510,BAC,0.0335,0,lure,3,8,non-tie,small-sized,high,6 × 3 = 15
18510,BAC,0.0705,1,lure,3,0,tie,small-sized,low,3 × 3 = 6
18510,BAC,0.4657,1,lure,3,0,tie,small-sized,low,3 × 3 = 12
18510,BAC,8e-4,1,lure,5,6,non-tie,large-sized,low,9 × 5 = 40
18510,BAC,0.3475,0,lure,2,7,non-tie,small-sized,low,8 × 2 = 14
18510,BAC,0.168,0,correct,0,19,non-tie,large-sized,high,8 × 9 = 72
18510,BAC,0.4645,0,lure,5,0,non-tie,small-sized,low,5 × 2 = 15
18510,BAC,0.267,0,lure,5,3,tie,small-sized,low,5 × 5 = 30
18510,BAC,0.3353,1,lure,6,22,non-tie,large-sized,high,6 × 7 = 48
18510,BAC,0.2144,1,lure,3,13,non-tie,small-sized,high,8 × 3 = 21
18510,BAC,0.0841,1,lure,2,1,non-tie,small-sized,low,2 × 4 = 10
18510,BAC,0.1476,0,correct,0,3,tie,small-sized,low,5 × 5 = 25
18510,BAC,0.1631,0,correct,0,19,tie,large-sized,high,8 × 8 = 64
18510,BAC,0.0836,0,correct,0,9,non-tie,large-sized,high,8 × 5 = 40
18510,BAC,0.0797,0,lure,4,12,non-tie,small-sized,high,4 × 6 = 28
18510,BAC,0.1448,1,correct,0,7,non-tie,small-sized,low,2 × 9 = 18
18510,BAC,0.2959,0,correct,0,22,non-tie,large-sized,high,6 × 7 = 42
18510,BAC,0.2642,1,correct,0,9,non-tie,large-sized,high,9 × 4 = 36
18510,BAC,0.2484,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
18510,BAC,0.7194,1,lure,4,8,non-tie,small-sized,high,4 × 5 = 24
18510,BAC,0.031,0,lure,2,3,non-tie,small-sized,low,2 × 6 = 14
18510,BAC,1.0997,0,lure,5,3,tie,small-sized,low,5 × 5 = 20
18510,BAC,0.3358,1,correct,0,9,non-tie,large-sized,high,9 × 3 = 27
18510,BAC,0.1703,0,correct,0,6,tie,large-sized,low,9 × 9 = 81
18510,BAC,0.5318,1,correct,0,7,non-tie,small-sized,low,8 × 2 = 16
18510,BAC,0.0573,1,lure,8,19,tie,large-sized,high,8 × 8 = 56
18510,BAC,0.1318,1,lure,2,0,non-tie,small-sized,low,2 × 3 = 8
18510,BAC,0.1476,0,lure,9,9,non-tie,large-sized,high,3 × 9 = 18
18510,BAC,0.0807,1,lure,6,4,tie,large-sized,low,6 × 6 = 30
18510,BAC,0.1398,1,correct,0,0,non-tie,small-sized,low,3 × 2 = 6
18510,BAC,0.3679,0,lure,7,9,non-tie,large-sized,high,8 × 7 = 49
18510,BAC,0.3383,1,correct,0,8,non-tie,small-sized,high,5 × 4 = 20
18510,BAC,0.3692,0,lure,4,5,tie,small-sized,low,4 × 4 = 20
18510,BAC,0.2046,0,lure,9,9,non-tie,large-sized,high,4 × 9 = 27
18510,BAC,0.7015,1,lure,9,13,non-tie,large-sized,high,6 × 9 = 45
18510,BAC,0.3638,0,correct,0,5,tie,small-sized,low,4 × 4 = 16
18510,BAC,0.0304,0,lure,3,13,non-tie,small-sized,high,3 × 7 = 24
18510,BAC,0.3961,0,correct,0,17,non-tie,large-sized,high,7 × 4 = 28
18510,BAC,0.0072,0,correct,0,3,non-tie,small-sized,low,6 × 2 = 12
18510,BAC,0.5151,1,lure,7,7,tie,large-sized,low,7 × 7 = 56
18510,BAC,0.1174,1,correct,0,6,non-tie,large-sized,low,5 × 6 = 30
18510,BAC,0.3864,0,lure,5,6,non-tie,large-sized,low,6 × 5 = 25
18510,BAC,1.1168,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
18510,BAC,0.1343,0,lure,4,25,non-tie,large-sized,high,8 × 4 = 28
18510,BAC,0.1666,1,correct,0,13,non-tie,small-sized,high,8 × 3 = 24
18510,BAC,0.033,0,correct,0,4,non-tie,small-sized,low,2 × 7 = 14
18510,BAC,0.3311,0,correct,0,6,non-tie,large-sized,low,6 × 5 = 30
18510,BAC,0.2879,1,correct,0,13,non-tie,large-sized,high,9 × 6 = 54
18510,BAC,0.2659,0,lure,3,13,non-tie,small-sized,high,3 × 8 = 27
18510,BAC,0.2478,1,lure,2,0,tie,small-sized,low,2 × 2 = 6
18510,BAC,0.1351,0,correct,0,17,non-tie,large-sized,high,4 × 7 = 28
18510,BAC,0.347,1,correct,0,19,non-tie,large-sized,high,9 × 8 = 72
18510,BAC,0.247,0,lure,7,7,tie,large-sized,low,7 × 7 = 42
18510,BAC,0.055,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
18510,BAC,0.24,1,correct,0,9,non-tie,large-sized,high,3 × 9 = 27
18510,BAC,0.0225,1,correct,0,0,non-tie,small-sized,low,2 × 3 = 6
18510,BAC,0.0177,0,lure,2,3,non-tie,small-sized,low,6 × 2 = 10
18510,BAC,0.3516,0,correct,0,19,tie,large-sized,high,8 × 8 = 64
18510,BAC,0.2068,0,correct,0,1,non-tie,small-sized,low,2 × 4 = 8
18510,BAC,0.3481,0,correct,0,2,non-tie,small-sized,low,3 × 5 = 15
18510,BAC,0.0414,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
18510,BAC,0.0662,0,lure,6,11,non-tie,large-sized,high,8 × 6 = 42
18510,BAC,0.516,0,correct,0,10,non-tie,small-sized,high,4 × 3 = 12
18510,BAC,0.302,0,correct,0,11,non-tie,large-sized,high,8 × 6 = 48
18510,BAC,0.1676,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
18510,BAC,0.1506,1,correct,0,4,non-tie,small-sized,low,7 × 2 = 14
18510,BAC,0.1318,0,lure,9,6,tie,large-sized,low,9 × 9 = 90
18510,BAC,0.0291,1,lure,5,7,non-tie,large-sized,low,5 × 7 = 40
18510,BAC,0.0991,0,correct,0,0,tie,small-sized,low,3 × 3 = 9
18510,BAC,0.1679,0,correct,0,3,non-tie,small-sized,low,2 × 6 = 12
18510,BAC,0.1712,1,correct,0,13,non-tie,large-sized,high,6 × 9 = 54
18510,BAC,0.0305,1,lure,7,9,non-tie,large-sized,high,7 × 8 = 63
18510,BAC,0.1789,1,correct,0,25,non-tie,large-sized,high,4 × 8 = 32
18510,BAC,0.2002,0,correct,0,2,non-tie,small-sized,low,5 × 3 = 15
18510,BAC,0.0808,1,correct,0,9,non-tie,large-sized,high,7 × 8 = 56
18510,BAC,0.1156,1,lure,9,19,non-tie,large-sized,high,8 × 9 = 63
18510,BAC,0.1806,0,lure,5,7,non-tie,large-sized,low,7 × 5 = 30
18510,BAC,0.6264,0,lure,4,5,tie,small-sized,low,4 × 4 = 20
18510,BAC,0.3349,1,lure,9,19,non-tie,large-sized,high,8 × 9 = 63
18510,BAC,0.0972,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
18510,BAC,0.0318,1,correct,0,1,non-tie,small-sized,low,2 × 4 = 8
18510,BAC,0.387,1,correct,0,17,non-tie,large-sized,high,7 × 9 = 63
18510,BAC,0.0483,1,lure,6,11,non-tie,large-sized,high,8 × 6 = 42
18510,BAC,0.0724,0,correct,0,17,non-tie,large-sized,high,7 × 4 = 28
18510,BAC,0.2344,1,correct,0,9,non-tie,large-sized,high,9 × 4 = 36
18510,BAC,0.0859,0,correct,0,6,non-tie,large-sized,low,5 × 6 = 30
18510,BAC,0.0152,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
18510,BAC,0.4649,0,lure,4,8,non-tie,small-sized,high,5 × 4 = 16
18510,BAC,0.0013,1,correct,0,25,non-tie,large-sized,high,8 × 4 = 32
18510,BAC,0.0334,1,lure,3,10,non-tie,small-sized,high,3 × 4 = 15
18510,BAC,0.0068,0,correct,0,13,non-tie,large-sized,high,6 × 9 = 54
18510,BAC,0.05,0,correct,0,2,non-tie,small-sized,low,3 × 5 = 15
18510,BAC,0.0478,1,lure,2,4,non-tie,small-sized,low,2 × 7 = 16
18510,BAC,0.0358,0,lure,6,13,non-tie,large-sized,high,9 × 6 = 48
18510,BAC,0.23,0,correct,0,1,non-tie,small-sized,low,4 × 2 = 8
18510,BAC,0.0314,0,lure,4,8,non-tie,small-sized,high,4 × 5 = 24
18510,BAC,0.0178,0,correct,0,11,non-tie,large-sized,high,8 × 6 = 48
18510,BAC,0.3215,0,correct,0,0,non-tie,small-sized,low,2 × 5 = 10
18510,BAC,0.0334,1,lure,3,13,non-tie,small-sized,high,8 × 3 = 21
18510,BAC,0.0499,1,correct,0,6,non-tie,large-sized,low,6 × 5 = 30
18510,BAC,0.0995,0,lure,2,0,non-tie,small-sized,low,2 × 5 = 12
18510,BAC,0.1483,1,lure,2,0,tie,small-sized,low,2 × 2 = 2
18510,BAC,0.2206,1,correct,0,7,non-tie,small-sized,low,2 × 8 = 16
18510,BAC,8e-4,0,correct,0,13,non-tie,small-sized,high,3 × 7 = 21
18510,BAC,0.2862,1,lure,2,7,non-tie,small-sized,low,9 × 2 = 16
18510,BAC,0.0303,0,lure,8,19,non-tie,large-sized,high,9 × 8 = 64
18510,BAC,8e-4,0,lure,6,4,tie,large-sized,low,6 × 6 = 30
18510,BAC,0.0822,1,correct,0,13,non-tie,small-sized,high,8 × 3 = 24
18510,BAC,0.2022,0,lure,7,9,non-tie,large-sized,high,8 × 7 = 49
18510,BAC,0.2844,0,lure,4,25,non-tie,large-sized,high,4 × 8 = 36
18510,BAC,0.0824,0,correct,0,8,non-tie,small-sized,high,4 × 5 = 20
18510,BAC,0.0016,1,lure,9,6,tie,large-sized,low,9 × 9 = 72
18510,BAC,0.2692,0,correct,0,9,non-tie,large-sized,high,3 × 9 = 27
18510,BAC,0.1002,0,correct,0,0,non-tie,small-sized,low,2 × 3 = 6
18510,BAC,0.0732,0,lure,5,3,tie,small-sized,low,5 × 5 = 20
18510,BAC,0.0901,1,correct,0,2,non-tie,small-sized,low,5 × 3 = 15
18510,BAC,0.187,0,lure,7,7,tie,large-sized,low,7 × 7 = 42
18510,BAC,0.1507,0,correct,0,7,non-tie,large-sized,low,7 × 5 = 35
18510,BAC,0.2695,1,lure,5,9,non-tie,large-sized,high,8 × 5 = 35
18510,BAC,0.2328,0,lure,6,4,tie,large-sized,low,6 × 6 = 42
18510,BAC,0.0674,0,correct,0,5,tie,small-sized,low,4 × 4 = 16
18510,BAC,0.0529,0,correct,0,19,non-tie,large-sized,high,8 × 9 = 72
18510,BAC,0.2558,1,correct,0,4,non-tie,small-sized,low,2 × 7 = 14
18510,BAC,0.0674,0,correct,0,11,non-tie,large-sized,high,6 × 8 = 48
18510,BAC,0.0534,0,lure,5,0,non-tie,small-sized,low,5 × 2 = 15
18510,BAC,0.264,0,lure,9,7,non-tie,small-sized,low,2 × 9 = 27
18510,BAC,0.2503,0,lure,2,4,non-tie,small-sized,low,7 × 2 = 12
18510,BAC,0.2303,1,correct,0,17,non-tie,large-sized,high,4 × 7 = 28
18510,BAC,0.2067,1,lure,3,2,non-tie,small-sized,low,5 × 3 = 12
18510,BAC,0.0992,0,correct,0,4,non-tie,small-sized,low,7 × 2 = 14
18510,BAC,0.1,0,correct,0,9,non-tie,large-sized,high,8 × 7 = 56
18510,BAC,0.0371,1,correct,0,22,non-tie,large-sized,high,7 × 6 = 42
18510,BAC,0.2131,0,lure,3,13,non-tie,small-sized,high,7 × 3 = 18
18510,BAC,0.3739,1,lure,5,6,non-tie,large-sized,low,9 × 5 = 40
18510,BAC,0.1645,0,lure,2,3,non-tie,small-sized,low,6 × 2 = 10
18510,BAC,0.0969,0,lure,3,2,non-tie,small-sized,low,3 × 5 = 18
18510,BAC,0.3186,1,lure,2,0,tie,small-sized,low,2 × 2 = 6
18510,BAC,0.0484,0,correct,0,7,non-tie,large-sized,low,5 × 7 = 35
18510,BAC,0.0822,0,correct,0,7,non-tie,small-sized,low,9 × 2 = 18
18510,BAC,0.1028,0,lure,8,19,tie,large-sized,high,8 × 8 = 72
18510,BAC,0.0209,0,correct,0,22,non-tie,large-sized,high,6 × 7 = 42
18510,BAC,0.0496,0,lure,3,9,non-tie,large-sized,high,9 × 3 = 24
18510,BAC,0.1818,0,correct,0,0,tie,small-sized,low,2 × 2 = 4
18510,BAC,0.0017,0,lure,7,17,non-tie,large-sized,high,9 × 7 = 56
18510,BAC,0.0327,0,correct,0,19,tie,large-sized,high,8 × 8 = 64
18510,BAC,0.1471,0,correct,0,3,tie,small-sized,low,5 × 5 = 25
18510,BAC,0.0473,0,correct,0,8,non-tie,small-sized,high,6 × 3 = 18
18510,BAC,0.1226,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
18510,BAC,0.1044,0,lure,5,9,non-tie,large-sized,high,5 × 8 = 45
18510,BAC,0.3168,1,lure,9,6,non-tie,large-sized,low,5 × 9 = 36
18510,BAC,0.1489,1,correct,0,7,non-tie,small-sized,low,2 × 9 = 18
18510,BAC,0.1027,0,correct,0,9,non-tie,large-sized,high,9 × 3 = 27
18510,BAC,0.0807,0,correct,0,12,non-tie,small-sized,high,6 × 4 = 24
18510,BAC,0.2349,1,lure,2,0,non-tie,small-sized,low,3 × 2 = 4
18510,BAC,0.091,1,lure,6,22,non-tie,large-sized,high,7 × 6 = 36
18510,BAC,0.2247,1,correct,0,6,non-tie,large-sized,low,9 × 5 = 45
18510,BAC,0.1648,0,correct,0,9,non-tie,large-sized,high,4 × 9 = 36
18510,BAC,0.1342,0,lure,6,22,non-tie,large-sized,high,6 × 7 = 48
18510,BAC,0.3207,0,lure,9,13,non-tie,large-sized,high,6 × 9 = 45
18510,BAC,0.0474,1,lure,7,7,tie,large-sized,low,7 × 7 = 56
18510,BAC,0.2927,0,lure,2,0,non-tie,small-sized,low,2 × 3 = 8
18510,BAC,0.0674,0,correct,0,9,non-tie,large-sized,high,7 × 8 = 56
18510,BAC,0.0491,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
18510,BAC,0.0305,1,lure,4,12,non-tie,small-sized,high,6 × 4 = 20
18510,BAC,0.1076,1,lure,3,0,tie,small-sized,low,3 × 3 = 12
18510,BAC,0.0481,0,correct,0,3,non-tie,small-sized,low,2 × 6 = 12
18510,BAC,0.0635,0,correct,0,3,non-tie,small-sized,low,6 × 2 = 12
18510,BAC,0.0168,1,correct,0,13,non-tie,small-sized,high,3 × 8 = 24
18510,BAC,0.0987,1,correct,0,13,non-tie,small-sized,high,7 × 3 = 21
18510,BAC,0.0373,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
18510,BAC,0.0141,1,lure,4,25,non-tie,large-sized,high,8 × 4 = 28
18510,BAC,0.0148,0,lure,5,7,non-tie,large-sized,low,5 × 7 = 40
18510,BAC,0.0139,0,lure,2,7,non-tie,small-sized,low,8 × 2 = 14
18510,BAC,0.0131,1,correct,0,19,non-tie,large-sized,high,9 × 8 = 72
18510,BAC,0.0337,1,correct,0,10,non-tie,small-sized,high,3 × 4 = 12
18510,BAC,0.3325,1,lure,4,5,tie,small-sized,low,4 × 4 = 12
18510,BAC,0.0645,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
18510,BAC,0.1165,0,correct,0,0,non-tie,small-sized,low,5 × 2 = 10
18510,BAC,0.0978,0,lure,4,12,non-tie,small-sized,high,4 × 6 = 28
18510,BAC,0.0537,1,lure,2,1,non-tie,small-sized,low,2 × 4 = 10
18510,BAC,0.1237,1,correct,0,8,non-tie,small-sized,high,3 × 6 = 18
18510,BAC,0.0321,0,correct,0,4,tie,large-sized,low,6 × 6 = 36
18510,BAC,0.0652,0,lure,3,13,non-tie,small-sized,high,3 × 7 = 24
18510,BAC,0.267,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
18510,BAC,0.2344,1,lure,2,3,non-tie,small-sized,low,2 × 6 = 14
18510,BAC,0.0487,1,lure,4,10,non-tie,small-sized,high,4 × 3 = 16
18510,BAC,0.2639,0,lure,5,6,non-tie,large-sized,low,5 × 6 = 35
18510,BAC,0.017,0,lure,9,9,non-tie,large-sized,high,3 × 9 = 18
18510,BAC,0.0184,0,correct,0,6,non-tie,large-sized,low,5 × 9 = 45
18510,BAC,0.0144,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
18510,BAC,0.166,0,correct,0,0,tie,small-sized,low,2 × 2 = 4
18510,BAC,0.0856,0,lure,2,1,non-tie,small-sized,low,4 × 2 = 6
18510,BAC,0.0467,1,lure,8,19,tie,large-sized,high,8 × 8 = 56
18510,BAC,0.1667,1,correct,0,9,non-tie,large-sized,high,5 × 8 = 40
18510,BAC,0.0984,1,correct,0,12,non-tie,small-sized,high,4 × 6 = 24
18510,BAC,0.0535,0,lure,5,3,tie,small-sized,low,5 × 5 = 30
18510,BAC,0.065,1,lure,4,17,non-tie,large-sized,high,7 × 4 = 24
18510,BAC,0.0658,0,correct,0,7,non-tie,small-sized,low,8 × 2 = 16
18510,BAC,0.0989,1,lure,3,8,non-tie,small-sized,high,3 × 6 = 21
18510,BAC,0.0011,1,correct,0,10,non-tie,small-sized,high,4 × 3 = 12
18510,BAC,0.0481,0,lure,3,8,non-tie,small-sized,high,6 × 3 = 15
18510,BAC,0.2836,1,correct,0,17,non-tie,large-sized,high,9 × 7 = 63
18510,BAC,0.0675,1,lure,9,17,non-tie,large-sized,high,7 × 9 = 54
18510,BAC,0.0022,0,lure,5,7,non-tie,large-sized,low,7 × 5 = 30
18510,BAC,0.0522,0,correct,0,0,non-tie,small-sized,low,3 × 2 = 6
18510,BAC,0.2319,0,lure,7,9,non-tie,large-sized,high,7 × 8 = 63
18510,BAC,0.151,1,lure,6,11,non-tie,large-sized,high,6 × 8 = 54
18510,BAC,0.0812,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
18510,BAC,0.0334,1,lure,4,17,non-tie,large-sized,high,4 × 7 = 32
18510,BAC,0.0313,0,lure,3,0,tie,small-sized,low,3 × 3 = 6
18510,BAC,0.1519,1,lure,9,6,tie,large-sized,low,9 × 9 = 90
18510,BAC,0.0216,1,correct,0,9,non-tie,large-sized,high,8 × 5 = 40
18510,BAC,0.3537,1,lure,4,9,non-tie,large-sized,high,9 × 4 = 32
18510,BAC,0.1175,0,correct,0,3,tie,small-sized,low,5 × 5 = 25
18510,BAC,0.0838,1,lure,5,6,non-tie,large-sized,low,6 × 5 = 25
18510,BAC,0.0153,1,correct,0,8,non-tie,small-sized,high,5 × 4 = 20
18510,BAC,0.1505,0,lure,9,9,non-tie,large-sized,high,4 × 9 = 27
18510,BAC,0.0172,0,lure,2,7,non-tie,small-sized,low,2 × 8 = 18
18510,BAC,0.0233,1,correct,0,25,non-tie,large-sized,high,4 × 8 = 32
18510,BAC,0.0874,1,lure,3,13,non-tie,small-sized,high,3 × 8 = 27
18510,BAC,0.1048,0,correct,0,13,non-tie,large-sized,high,9 × 6 = 54
18601,CBA,2.265,1,lure,4,5,tie,small-sized,low,4 × 4 = 12
18601,CBA,1.544,1,lure,2,7,non-tie,small-sized,low,8 × 2 = 14
18601,CBA,4.699,1,lure,6,13,non-tie,large-sized,high,9 × 6 = 48
18601,CBA,1.716,1,correct,0,25,non-tie,large-sized,high,8 × 4 = 32
18601,CBA,4.976,1,lure,5,7,non-tie,large-sized,low,5 × 7 = 40
18601,CBA,1.181,1,lure,2,4,non-tie,small-sized,low,7 × 2 = 12
18601,CBA,2.331,1,lure,6,11,non-tie,large-sized,high,8 × 6 = 42
18601,CBA,1.628,1,lure,3,2,non-tie,small-sized,low,3 × 5 = 18
18601,CBA,2.21,1,lure,4,5,tie,small-sized,low,4 × 4 = 20
18601,CBA,1.526,1,lure,4,12,non-tie,small-sized,high,4 × 6 = 28
18601,CBA,1.53,1,correct,0,7,non-tie,large-sized,low,7 × 5 = 35
18601,CBA,5.997,1,lure,9,6,tie,large-sized,low,9 × 9 = 90
18601,CBA,8.111,1,lure,4,25,non-tie,large-sized,high,4 × 8 = 36
18601,CBA,3.174,1,lure,3,0,tie,small-sized,low,3 × 3 = 6
18601,CBA,0.997,1,correct,0,3,non-tie,small-sized,low,6 × 2 = 12
18601,CBA,1.368,0,lure,6,11,non-tie,large-sized,high,6 × 8 = 54
18601,CBA,1.879,1,correct,0,4,non-tie,small-sized,low,2 × 7 = 14
18601,CBA,1.778,1,lure,9,17,non-tie,large-sized,high,7 × 9 = 54
18601,CBA,1.31,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
18601,CBA,1.33,1,correct,0,10,non-tie,small-sized,high,3 × 4 = 12
18601,CBA,0.994,1,correct,0,1,non-tie,small-sized,low,2 × 4 = 8
18601,CBA,1.596,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
18601,CBA,2.311,1,correct,0,8,non-tie,small-sized,high,3 × 6 = 18
18601,CBA,4.517,1,lure,5,6,non-tie,large-sized,low,6 × 5 = 25
18601,CBA,4.457,1,correct,0,9,non-tie,large-sized,high,5 × 8 = 40
18601,CBA,1.946,1,lure,4,8,non-tie,small-sized,high,4 × 5 = 24
18601,CBA,2.411,0,lure,5,9,non-tie,large-sized,high,5 × 8 = 45
18601,CBA,2.01,0,lure,8,19,tie,large-sized,high,8 × 8 = 72
18601,CBA,0.982,1,lure,2,0,non-tie,small-sized,low,2 × 5 = 12
18601,CBA,2.211,1,correct,0,25,non-tie,large-sized,high,4 × 8 = 32
18601,CBA,1.744,0,lure,8,19,non-tie,large-sized,high,9 × 8 = 64
18601,CBA,1.395,1,lure,3,13,non-tie,small-sized,high,3 × 7 = 24
18601,CBA,0.968,1,correct,0,19,non-tie,large-sized,high,8 × 9 = 72
18601,CBA,2.762,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
18601,CBA,1.916,1,lure,7,7,tie,large-sized,low,7 × 7 = 56
18601,CBA,1.526,1,lure,2,7,non-tie,small-sized,low,2 × 8 = 18
18601,CBA,1.232,0,lure,3,13,non-tie,small-sized,high,8 × 3 = 21
18601,CBA,2.38,1,correct,0,9,non-tie,large-sized,high,9 × 4 = 36
18601,CBA,4.16,1,lure,5,0,non-tie,small-sized,low,5 × 2 = 15
18601,CBA,2.327,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
18601,CBA,1.162,0,lure,4,9,non-tie,large-sized,high,9 × 4 = 32
