participant,group,n_trial_correct,n_trial_lure,mean_rt_correct,mean_rt_lure,acc_veri,veri_performance
8668,CAB,124,101,1.0448548387096774,1.4143534653465346,78.125,0.3694986266368572
8761,BAC,128,121,1.0925390625,1.3553471074380166,86.45833333333334,0.26280804493801657
8767,CAB,143,134,2.2656783216783216,2.454738805970149,96.18055555555556,0.18906048429182754
8791,CAB,143,138,2.290839160839161,2.7640420289855077,97.56944444444444,0.4732028681463465
8800,ACB,142,139,1.6042239435774648,2.344137410057554,97.56944444444444,0.7399134664800893
8803,CBA,142,139,0.7806514084507042,1.0858805755395684,97.56944444444444,0.30522916708886416
8812,ABC,133,132,0.9289812030075187,1.061119696969697,92.01388888888889,0.13213849396217825
8815,ACB,137,127,1.2153992700729928,1.4953535433070866,91.66666666666666,0.27995427323409383
8824,CBA,142,132,1.4058887323943663,1.7242522727272727,95.13888888888889,0.31836354033290637
8827,ACB,139,142,2.1369546762589926,2.672298591549296,97.56944444444444,0.5353439152903032
8833,BAC,141,137,1.3364950354609928,1.413436496350365,96.52777777777779,0.07694146088937215
8842,CAB,127,136,1.1146456692913387,1.2760514705882353,91.31944444444444,0.16140580129689663
8845,BCA,142,137,1.1330767605633802,1.2837328467153284,96.875,0.15065608615194814
8857,CAB,137,130,1.0431372262773722,1.2795507692307693,92.70833333333334,0.23641354295339712
8863,CAB,141,144,1.6150106382978724,1.9378472222222223,98.95833333333334,0.3228365839243499
8866,BCA,142,139,0.9914394366197183,1.2742172661870503,97.56944444444444,0.282777829567332
8875,CBA,134,133,2.552307462686567,2.8740812030075187,92.70833333333334,0.3217737403209515
8896,ACB,129,127,0.9184813953488372,1.2352,88.88888888888889,0.31671860465116286
8902,CAB,140,127,1.56276,2.0499944881889767,92.70833333333334,0.48723448818897674
8917,BCA,138,135,1.2164115942028986,1.5233585185185186,94.79166666666666,0.30694692431562
8926,CAB,130,134,1.2140676923076923,1.4539373134328357,91.66666666666666,0.23986962112514343
8929,CAB,140,141,1.0254192857142856,1.3089751773049645,97.56944444444444,0.28355589159067884
8932,CBA,139,142,1.4681755395683453,1.8108767605633802,97.56944444444444,0.34270122099503486
8935,CAB,141,137,1.2266943262411347,1.3660270072992702,96.52777777777779,0.13933268105813545
8953,CBA,142,141,1.042443661971831,1.478255319148936,98.26388888888889,0.4358116571771051
8971,CBA,137,132,2.93254598540146,3.0899757575757576,93.40277777777779,0.15742977217429743
8986,BAC,143,129,1.265423776223776,1.6176193798449612,94.44444444444444,0.35219560362118507
916438355576,CBA,141,128,1.5766262411347518,2.23742890625,93.40277777777779,0.6608026651152481
933126141410,CAB,139,134,1.3934553956834532,2.0136798507462688,94.79166666666666,0.6202244550628155
939257332379,CAB,37,51,1.8292702702702703,2.3223333333333334,30.555555555555557,0.493063063063063
957558488938,CAB,130,137,1.4019615384615385,1.6959569343065692,92.70833333333334,0.29399539584503076
